"REF_DATE","GEO","DGUID","Field of study","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2014/2015","British Columbia","2016A000259","Architecture","Current dollars","75","units","0","v62427322","11.12","4983","","","","0"
"2015/2016","British Columbia","2016A000259","Architecture","Current dollars","75","units","0","v62427322","11.12","5083","","","","0"
"2016/2017","British Columbia","2016A000259","Architecture","Current dollars","75","units","0","v62427322","11.12","6369","","","","0"
"2017/2018","British Columbia","2016A000259","Architecture","Current dollars","75","units","0","v62427322","11.12","6669","","","","0"
"2018/2019","British Columbia","2016A000259","Architecture","Current dollars","75","units","0","v62427322","11.12","6895","","","","0"
"2019/2020","British Columbia","2016A000259","Architecture","Current dollars","75","units","0","v62427322","11.12","7029","","","","0"
"2020/2021","British Columbia","2016A000259","Architecture","Current dollars","75","units","0","v62427322","11.12","7298","","","","0"
"2021/2022","British Columbia","2016A000259","Architecture","Current dollars","75","units","0","v62427322","11.12","7525","","","","0"
"2022/2023","British Columbia","2016A000259","Architecture","Current dollars","75","units","0","v62427322","11.12","7751","","","","0"
"2023/2024","British Columbia","2016A000259","Architecture","Current dollars","75","units","0","v62427322","11.12","7906","","","","0"
"2006/2007","British Columbia","2016A000259","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427323","11.13","3035","","","","0"
"2007/2008","British Columbia","2016A000259","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427323","11.13","6678","","","","0"
"2008/2009","British Columbia","2016A000259","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427323","11.13","6228","","","","0"
"2009/2010","British Columbia","2016A000259","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427323","11.13","8351","","","","0"
"2010/2011","British Columbia","2016A000259","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427323","11.13","8989","","","","0"
"2011/2012","British Columbia","2016A000259","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427323","11.13","9168","","","","0"
"2012/2013","British Columbia","2016A000259","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427323","11.13","9125","","","","0"
"2013/2014","British Columbia","2016A000259","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427323","11.13","9113","","","","0"
"2014/2015","British Columbia","2016A000259","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427323","11.13","9246","","","","0"
"2015/2016","British Columbia","2016A000259","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427323","11.13","9366","","","","0"
"2016/2017","British Columbia","2016A000259","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427323","11.13","8712","","","","0"
"2017/2018","British Columbia","2016A000259","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427323","11.13","9170","","","","0"
"2018/2019","British Columbia","2016A000259","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427323","11.13","9032","","","","0"
"2019/2020","British Columbia","2016A000259","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427323","11.13","9278","","","","0"
"2020/2021","British Columbia","2016A000259","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427323","11.13","9263","","","","0"
"2021/2022","British Columbia","2016A000259","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427323","11.13","9928","","","","0"
"2022/2023","British Columbia","2016A000259","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427323","11.13","10229","","","","0"
"2023/2024","British Columbia","2016A000259","Agriculture, natural resources and conservation","Current dollars","75","units","0","v62427323","11.13","10426","","","","0"
"2007/2008","British Columbia","2016A000259","Dentistry","Current dollars","75","units","0","v62427324","11.14","3095","","","","0"
"2008/2009","British Columbia","2016A000259","Dentistry","Current dollars","75","units","0","v62427324","11.14","4098","","","","0"
"2009/2010","British Columbia","2016A000259","Dentistry","Current dollars","75","units","0","v62427324","11.14","4139","","","","0"
"2010/2011","British Columbia","2016A000259","Dentistry","Current dollars","75","units","0","v62427324","11.14","9819","","","","0"
"2011/2012","British Columbia","2016A000259","Dentistry","Current dollars","75","units","0","v62427324","11.14","10016","","","","0"
"2012/2013","British Columbia","2016A000259","Dentistry","Current dollars","75","units","0","v62427324","11.14","","F","","","0"
"2013/2014","British Columbia","2016A000259","Dentistry","Current dollars","75","units","0","v62427324","11.14","10420","","","","0"
"2014/2015","British Columbia","2016A000259","Dentistry","Current dollars","75","units","0","v62427324","11.14","10628","","","","0"
"2015/2016","British Columbia","2016A000259","Dentistry","Current dollars","75","units","0","v62427324","11.14","10841","","","","0"
"2016/2017","British Columbia","2016A000259","Dentistry","Current dollars","75","units","0","v62427324","11.14","11058","","","","0"
"2017/2018","British Columbia","2016A000259","Dentistry","Current dollars","75","units","0","v62427324","11.14","11279","","","","0"
"2018/2019","British Columbia","2016A000259","Dentistry","Current dollars","75","units","0","v62427324","11.14","11505","","","","0"
"2019/2020","British Columbia","2016A000259","Dentistry","Current dollars","75","units","0","v62427324","11.14","11735","","","","0"
"2020/2021","British Columbia","2016A000259","Dentistry","Current dollars","75","units","0","v62427324","11.14","11970","","","","0"
"2021/2022","British Columbia","2016A000259","Dentistry","Current dollars","75","units","0","v62427324","11.14","12209","","","","0"
"2022/2023","British Columbia","2016A000259","Dentistry","Current dollars","75","units","0","v62427324","11.14","12453","","","","0"
"2023/2024","British Columbia","2016A000259","Dentistry","Current dollars","75","units","0","v62427324","11.14","12702","","","","0"
"2007/2008","British Columbia","2016A000259","Medicine","Current dollars","75","units","0","v62427325","11.15","3095","","","","0"
"2008/2009","British Columbia","2016A000259","Medicine","Current dollars","75","units","0","v62427325","11.15","4178","","","","0"
"2009/2010","British Columbia","2016A000259","Medicine","Current dollars","75","units","0","v62427325","11.15","","..","","","0"
"2010/2011","British Columbia","2016A000259","Medicine","Current dollars","75","units","0","v62427325","11.15","","..","","","0"
"2011/2012","British Columbia","2016A000259","Medicine","Current dollars","75","units","0","v62427325","11.15","","..","","","0"
"2012/2013","British Columbia","2016A000259","Medicine","Current dollars","75","units","0","v62427325","11.15","","F","","","0"
"2013/2014","British Columbia","2016A000259","Medicine","Current dollars","75","units","0","v62427325","11.15","","F","","","0"
"2014/2015","British Columbia","2016A000259","Medicine","Current dollars","75","units","0","v62427325","11.15","","F","","","0"
"2015/2016","British Columbia","2016A000259","Medicine","Current dollars","75","units","0","v62427325","11.15","","..","","","0"
"2016/2017","British Columbia","2016A000259","Medicine","Current dollars","75","units","0","v62427325","11.15","","..","","","0"
"2017/2018","British Columbia","2016A000259","Medicine","Current dollars","75","units","0","v62427325","11.15","","..","","","0"
"2018/2019","British Columbia","2016A000259","Medicine","Current dollars","75","units","0","v62427325","11.15","","..","","","0"
"2019/2020","British Columbia","2016A000259","Medicine","Current dollars","75","units","0","v62427325","11.15","","..","","","0"
"2020/2021","British Columbia","2016A000259","Medicine","Current dollars","75","units","0","v62427325","11.15","","..","","","0"
"2021/2022","British Columbia","2016A000259","Medicine","Current dollars","75","units","0","v62427325","11.15","","..","","","0"
"2022/2023","British Columbia","2016A000259","Medicine","Current dollars","75","units","0","v62427325","11.15","","..","","","0"
"2023/2024","British Columbia","2016A000259","Medicine","Current dollars","75","units","0","v62427325","11.15","","..","","","0"
"2007/2008","British Columbia","2016A000259","Nursing","Current dollars","75","units","0","v62427326","11.16","3375","","","","0"
"2008/2009","British Columbia","2016A000259","Nursing","Current dollars","75","units","0","v62427326","11.16","4088","","","","0"
"2009/2010","British Columbia","2016A000259","Nursing","Current dollars","75","units","0","v62427326","11.16","4182","","","","0"
