"REF_DATE","GEO","DGUID","Field of study","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2018/2019","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v88837652","3.16","4134","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v88837652","3.16","4215","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v88837652","3.16","4300","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v88837652","3.16","4344","","","","0"
"2022/2023","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v88837652","3.16","4431","","","","0"
"2023/2024","Prince Edward Island","2016A000211","Nursing","Current dollars","75","units","0","v88837652","3.16","4610","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Pharmacy","Current dollars","75","units","0","v1073542380","3.17","","..","","","0"
"2019/2020","Prince Edward Island","2016A000211","Pharmacy","Current dollars","75","units","0","v1073542380","3.17","","..","","","0"
"2020/2021","Prince Edward Island","2016A000211","Pharmacy","Current dollars","75","units","0","v1073542380","3.17","","..","","","0"
"2021/2022","Prince Edward Island","2016A000211","Pharmacy","Current dollars","75","units","0","v1073542380","3.17","","..","","","0"
"2022/2023","Prince Edward Island","2016A000211","Pharmacy","Current dollars","75","units","0","v1073542380","3.17","","..","","","0"
"2023/2024","Prince Edward Island","2016A000211","Pharmacy","Current dollars","75","units","0","v1073542380","3.17","","..","","","0"
"2009/2010","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62427349","3.18","3186","","","","0"
"2010/2011","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62427349","3.18","3327","","","","0"
"2011/2012","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62427349","3.18","3427","","","","0"
"2012/2013","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62427349","3.18","3564","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62427349","3.18","3708","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62427349","3.18","3708","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62427349","3.18","3819","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62427349","3.18","3933","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62427349","3.18","4053","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62427349","3.18","4134","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62427349","3.18","4215","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62427349","3.18","4300","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62427349","3.18","4344","","","","0"
"2022/2023","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62427349","3.18","4431","","","","0"
"2023/2024","Prince Edward Island","2016A000211","Veterinary medicine","Current dollars","75","units","0","v62427349","3.18","4610","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Optometry","Current dollars","75","units","0","v1073542382","3.22","","..","","","0"
"2019/2020","Prince Edward Island","2016A000211","Optometry","Current dollars","75","units","0","v1073542382","3.22","","..","","","0"
"2020/2021","Prince Edward Island","2016A000211","Optometry","Current dollars","75","units","0","v1073542382","3.22","","..","","","0"
"2021/2022","Prince Edward Island","2016A000211","Optometry","Current dollars","75","units","0","v1073542382","3.22","","..","","","0"
"2022/2023","Prince Edward Island","2016A000211","Optometry","Current dollars","75","units","0","v1073542382","3.22","","..","","","0"
"2023/2024","Prince Edward Island","2016A000211","Optometry","Current dollars","75","units","0","v1073542382","3.22","","..","","","0"
"2006/2007","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427350","3.19","2693","","","","0"
"2007/2008","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427350","3.19","2423","","","","0"
"2008/2009","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427350","3.19","2473","","","","0"
"2009/2010","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427350","3.19","6120","","","","0"
"2010/2011","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427350","3.19","6120","","","","0"
"2011/2012","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427350","3.19","6120","","","","0"
"2012/2013","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427350","3.19","6120","","","","0"
"2013/2014","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427350","3.19","6120","","","","0"
"2014/2015","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427350","3.19","6120","","","","0"
"2015/2016","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427350","3.19","6120","","","","0"
"2016/2017","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427350","3.19","6120","","","","0"
"2017/2018","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427350","3.19","6306","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427350","3.19","6432","","","","0"
"2019/2020","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427350","3.19","6558","","","","0"
"2020/2021","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427350","3.19","6690","","","","0"
"2021/2022","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427350","3.19","6759","","","","0"
"2022/2023","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427350","3.19","6894","","","","0"
"2023/2024","Prince Edward Island","2016A000211","Other health, parks, recreation and fitness","Current dollars","75","units","0","v62427350","3.19","7170","","","","0"
"2018/2019","Prince Edward Island","2016A000211","Personal, protective and transportation services","Current dollars","75","units","0","v1073542381","3.20","","..","","","0"
"2019/2020","Prince Edward Island","2016A000211","Personal, protective and transportation services","Current dollars","75","units","0","v1073542381","3.20","","..","","","0"
"2020/2021","Prince Edward Island","2016A000211","Personal, protective and transportation services","Current dollars","75","units","0","v1073542381","3.20","","..","","","0"
"2021/2022","Prince Edward Island","2016A000211","Personal, protective and transportation services","Current dollars","75","units","0","v1073542381","3.20","","..","","","0"
"2022/2023","Prince Edward Island","2016A000211","Personal, protective and transportation services","Current dollars","75","units","0","v1073542381","3.20","","..","","","0"
"2023/2024","Prince Edward Island","2016A000211","Personal, protective and transportation services","Current dollars","75","units","0","v1073542381","3.20","","..","","","0"
"2006/2007","Nova Scotia","2016A000212","Total, field of study","Current dollars","75","units","0","v1001414727","4.21","8054","","","","0"
"2007/2008","Nova Scotia","2016A000212","Total, field of study","Current dollars","75","units","0","v1001414727","4.21","7357","","","","0"
"2008/2009","Nova Scotia","2016A000212","Total, field of study","Current dollars","75","units","0","v1001414727","4.21","7734","","","","0"
"2009/2010","Nova Scotia","2016A000212","Total, field of study","Current dollars","75","units","0","v1001414727","4.21","7701","","","","0"
"2010/2011","Nova Scotia","2016A000212","Total, field of study","Current dollars","75","units","0","v1001414727","4.21","7157","","","","0"
"2011/2012","Nova Scotia","2016A000212","Total, field of study","Current dollars","75","units","0","v1001414727","4.21","7427","","","","0"
"2012/2013","Nova Scotia","2016A000212","Total, field of study","Current dollars","75","units","0","v1001414727","4.21","7737","","","","0"
"2013/2014","Nova Scotia","2016A000212","Total, field of study","Current dollars","75","units","0","v1001414727","4.21","8044","","","","0"
"2014/2015","Nova Scotia","2016A000212","Total, field of study","Current dollars","75","units","0","v1001414727","4.21","8182","","","","0"
"2015/2016","Nova Scotia","2016A000212","Total, field of study","Current dollars","75","units","0","v1001414727","4.21","8439","","","","0"
"2016/2017","Nova Scotia","2016A000212","Total, field of study","Current dollars","75","units","0","v1001414727","4.21","8617","","","","0"
"2017/2018","Nova Scotia","2016A000212","Total, field of study","Current dollars","75","units","0","v1001414727","4.21","8955","","","","0"
"2018/2019","Nova Scotia","2016A000212","Total, field of study","Current dollars","75","units","0","v1001414727","4.21","9179","","","","0"
"2019/2020","Nova Scotia","2016A000212","Total, field of study","Current dollars","75","units","0","v1001414727","4.21","9500","","","","0"
"2020/2021","Nova Scotia","2016A000212","Total, field of study","Current dollars","75","units","0","v1001414727","4.21","9854","","","","0"
"2021/2022","Nova Scotia","2016A000212","Total, field of study","Current dollars","75","units","0","v1001414727","4.21","10277","","","","0"
"2022/2023","Nova Scotia","2016A000212","Total, field of study","Current dollars","75","units","0","v1001414727","4.21","10240","","","","0"
"2023/2024","Nova Scotia","2016A000212","Total, field of study","Current dollars","75","units","0","v1001414727","4.21","10548","","","","0"
"2006/2007","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427354","4.1","7560","","","","0"
"2007/2008","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427354","4.1","6403","","","","0"
"2008/2009","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427354","4.1","6043","","","","0"
"2009/2010","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427354","4.1","6984","","","","0"
"2010/2011","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427354","4.1","5358","","","","0"
"2011/2012","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427354","4.1","6916","","","","0"
"2012/2013","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427354","4.1","6428","","","","0"
"2013/2014","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427354","4.1","6777","","","","0"
"2014/2015","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427354","4.1","6985","","","","0"
"2015/2016","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427354","4.1","6801","","","","0"
"2016/2017","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427354","4.1","8852","","","","0"
"2017/2018","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427354","4.1","6368","","","","0"
"2018/2019","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427354","4.1","5587","","","","0"
"2019/2020","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427354","4.1","6228","","","","0"
"2020/2021","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427354","4.1","6415","","","","0"
"2021/2022","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427354","4.1","7365","","","","0"
"2022/2023","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427354","4.1","7388","","","","0"
"2023/2024","Nova Scotia","2016A000212","Education","Current dollars","75","units","0","v62427354","4.1","7627","","","","0"
"2006/2007","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427362","4.2","5500","","","","0"
"2007/2008","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427362","4.2","5464","","","","0"
"2008/2009","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427362","4.2","5140","","","","0"
"2009/2010","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427362","4.2","5013","","","","0"
"2010/2011","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427362","4.2","4753","","","","0"
"2011/2012","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427362","4.2","4957","","","","0"
"2012/2013","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427362","4.2","5316","","","","0"
"2013/2014","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427362","4.2","5201","","","","0"
"2014/2015","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427362","4.2","5715","","","","0"
"2015/2016","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427362","4.2","6261","","","","0"
"2016/2017","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427362","4.2","7822","","","","0"
"2017/2018","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427362","4.2","8307","","","","0"
"2018/2019","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427362","4.2","8434","","","","0"
"2019/2020","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427362","4.2","8725","","","","0"
"2020/2021","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427362","4.2","8688","","","","0"
"2021/2022","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427362","4.2","8767","","","","0"
"2022/2023","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427362","4.2","9026","","","","0"
"2023/2024","Nova Scotia","2016A000212","Visual and performing arts, and communications technologies","Current dollars","75","units","0","v62427362","4.2","9306","","","","0"
"2006/2007","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427363","4.3","7143","","","","0"
"2007/2008","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427363","4.3","6442","","","","0"
"2008/2009","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427363","4.3","6053","","","","0"
"2009/2010","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427363","4.3","5650","","","","0"
"2010/2011","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427363","4.3","5389","","","","0"
"2011/2012","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427363","4.3","5567","","","","0"
"2012/2013","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427363","4.3","5773","","","","0"
"2013/2014","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427363","4.3","6037","","","","0"
"2014/2015","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427363","4.3","6173","","","","0"
"2015/2016","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427363","4.3","6554","","","","0"
"2016/2017","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427363","4.3","6856","","","","0"
"2017/2018","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427363","4.3","7156","","","","0"
"2018/2019","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427363","4.3","7515","","","","0"
"2019/2020","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427363","4.3","7741","","","","0"
"2020/2021","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427363","4.3","7932","","","","0"
"2021/2022","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427363","4.3","8269","","","","0"
"2022/2023","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427363","4.3","8567","","","","0"
"2023/2024","Nova Scotia","2016A000212","Humanities","Current dollars","75","units","0","v62427363","4.3","8862","","","","0"
"2006/2007","Nova Scotia","2016A000212","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427364","4.4","6738","","","","0"
"2007/2008","Nova Scotia","2016A000212","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427364","4.4","6364","","","","0"
"2008/2009","Nova Scotia","2016A000212","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427364","4.4","5053","","","","0"
"2009/2010","Nova Scotia","2016A000212","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427364","4.4","5577","","","","0"
"2010/2011","Nova Scotia","2016A000212","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427364","4.4","5315","","","","0"
"2011/2012","Nova Scotia","2016A000212","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427364","4.4","5505","","","","0"
"2012/2013","Nova Scotia","2016A000212","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427364","4.4","5547","","","","0"
"2013/2014","Nova Scotia","2016A000212","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427364","4.4","5718","","","","0"
"2014/2015","Nova Scotia","2016A000212","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427364","4.4","5799","","","","0"
"2015/2016","Nova Scotia","2016A000212","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427364","4.4","6018","","","","0"
"2016/2017","Nova Scotia","2016A000212","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427364","4.4","6407","","","","0"
"2017/2018","Nova Scotia","2016A000212","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427364","4.4","6535","","","","0"
"2018/2019","Nova Scotia","2016A000212","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427364","4.4","6685","","","","0"
"2019/2020","Nova Scotia","2016A000212","Social and behavioural sciences, and legal studies ","Current dollars","75","units","0","v62427364","4.4","7058","","","","0"
