Date;Location;Field_Of_Study;Value
2011/2012;Saskatchewan;Total, field of study;5734
2012/2013;Saskatchewan;Total, field of study;6106
2013/2014;Saskatchewan;Total, field of study;6402
2014/2015;Saskatchewan;Total, field of study;6693
2015/2016;Saskatchewan;Total, field of study;6978
2016/2017;Saskatchewan;Total, field of study;7042
2017/2018;Saskatchewan;Total, field of study;7257
2018/2019;Saskatchewan;Total, field of study;7511
2019/2020;Saskatchewan;Total, field of study;7798
2020/2021;Saskatchewan;Total, field of study;8235
2021/2022;Saskatchewan;Total, field of study;8455
2022/2023;Saskatchewan;Total, field of study;8843
2023/2024;Saskatchewan;Total, field of study;9232
2006/2007;Saskatchewan;Education;4481
2007/2008;Saskatchewan;Education;4479
2008/2009;Saskatchewan;Education;4479
2009/2010;Saskatchewan;Education;4615
2010/2011;Saskatchewan;Education;4834
2011/2012;Saskatchewan;Education;5113
2012/2013;Saskatchewan;Education;5361
2013/2014;Saskatchewan;Education;5588
2014/2015;Saskatchewan;Education;5795
2015/2016;Saskatchewan;Education;5967
2016/2017;Saskatchewan;Education;6187
2017/2018;Saskatchewan;Education;6364
2018/2019;Saskatchewan;Education;6595
2019/2020;Saskatchewan;Education;6859
2020/2021;Saskatchewan;Education;6858
2021/2022;Saskatchewan;Education;7132
2022/2023;Saskatchewan;Education;7319
2023/2024;Saskatchewan;Education;7612
2006/2007;Saskatchewan;Visual and performing arts, and communications technologies;4410
2007/2008;Saskatchewan;Visual and performing arts, and communications technologies;4413
2008/2009;Saskatchewan;Visual and performing arts, and communications technologies;4414
2009/2010;Saskatchewan;Visual and performing arts, and communications technologies;4548
2010/2011;Saskatchewan;Visual and performing arts, and communications technologies;4762
2011/2012;Saskatchewan;Visual and performing arts, and communications technologies;5213
2012/2013;Saskatchewan;Visual and performing arts, and communications technologies;5394
2013/2014;Saskatchewan;Visual and performing arts, and communications technologies;5669
2014/2015;Saskatchewan;Visual and performing arts, and communications technologies;5909
2015/2016;Saskatchewan;Visual and performing arts, and communications technologies;6169
2016/2017;Saskatchewan;Visual and performing arts, and communications technologies;6387
2017/2018;Saskatchewan;Visual and performing arts, and communications technologies;6459
2018/2019;Saskatchewan;Visual and performing arts, and communications technologies;6715
2019/2020;Saskatchewan;Visual and performing arts, and communications technologies;6929
2020/2021;Saskatchewan;Visual and performing arts, and communications technologies;6943
2021/2022;Saskatchewan;Visual and performing arts, and communications technologies;7216
2022/2023;Saskatchewan;Visual and performing arts, and communications technologies;7488
2023/2024;Saskatchewan;Visual and performing arts, and communications technologies;7789
2006/2007;Saskatchewan;Humanities;4410
2007/2008;Saskatchewan;Humanities;4409
2008/2009;Saskatchewan;Humanities;4414
2009/2010;Saskatchewan;Humanities;4548
2010/2011;Saskatchewan;Humanities;4756
2011/2012;Saskatchewan;Humanities;4951
2012/2013;Saskatchewan;Humanities;5182
2013/2014;Saskatchewan;Humanities;5450
2014/2015;Saskatchewan;Humanities;5647
2015/2016;Saskatchewan;Humanities;5856
2016/2017;Saskatchewan;Humanities;6035
2017/2018;Saskatchewan;Humanities;6157
2018/2019;Saskatchewan;Humanities;6381
2019/2020;Saskatchewan;Humanities;6561
2020/2021;Saskatchewan;Humanities;6563
2021/2022;Saskatchewan;Humanities;6797
2022/2023;Saskatchewan;Humanities;7060
2023/2024;Saskatchewan;Humanities;7344
2006/2007;Saskatchewan;Social and behavioural sciences, and legal studies;4409
2007/2008;Saskatchewan;Social and behavioural sciences, and legal studies;4409
2008/2009;Saskatchewan;Social and behavioural sciences, and legal studies;4414
2009/2010;Saskatchewan;Social and behavioural sciences, and legal studies;4548
2010/2011;Saskatchewan;Social and behavioural sciences, and legal studies;4764
2011/2012;Saskatchewan;Social and behavioural sciences, and legal studies;4989
2012/2013;Saskatchewan;Social and behavioural sciences, and legal studies;5113
2013/2014;Saskatchewan;Social and behavioural sciences, and legal studies;5331
2014/2015;Saskatchewan;Social and behavioural sciences, and legal studies;5607
2015/2016;Saskatchewan;Social and behavioural sciences, and legal studies;5817
2016/2017;Saskatchewan;Social and behavioural sciences, and legal studies;5983
2017/2018;Saskatchewan;Social and behavioural sciences, and legal studies;6145
2018/2019;Saskatchewan;Social and behavioural sciences, and legal studies;6371
2019/2020;Saskatchewan;Social and behavioural sciences, and legal studies;6567
2020/2021;Saskatchewan;Social and behavioural sciences, and legal studies;6573
2021/2022;Saskatchewan;Social and behavioural sciences, and legal studies;6840
2022/2023;Saskatchewan;Social and behavioural sciences, and legal studies;7109
2023/2024;Saskatchewan;Social and behavioural sciences, and legal studies;7396
2006/2007;Saskatchewan;Law;6840
2007/2008;Saskatchewan;Law;6840
2008/2009;Saskatchewan;Law;6840
2009/2010;Saskatchewan;Law;7353
2010/2011;Saskatchewan;Law;8070
2011/2012;Saskatchewan;Law;8490
2012/2013;Saskatchewan;Law;9900
2013/2014;Saskatchewan;Law;11400
2014/2015;Saskatchewan;Law;12015
2015/2016;Saskatchewan;Law;12255
2016/2017;Saskatchewan;Law;12624
2017/2018;Saskatchewan;Law;13002
2018/2019;Saskatchewan;Law;13653
2019/2020;Saskatchewan;Law;14064
2020/2021;Saskatchewan;Law;15048
2021/2022;Saskatchewan;Law;15651
2022/2023;Saskatchewan;Law;16278
2023/2024;Saskatchewan;Law;16929
2006/2007;Saskatchewan;Business, management and public administration;4963
2007/2008;Saskatchewan;Business, management and public administration;4960
2008/2009;Saskatchewan;Business, management and public administration;4960
2009/2010;Saskatchewan;Business, management and public administration;5184
2010/2011;Saskatchewan;Business, management and public administration;5471
2011/2012;Saskatchewan;Business, management and public administration;5788
2012/2013;Saskatchewan;Business, management and public administration;6036
2013/2014;Saskatchewan;Business, management and public administration;6271
2014/2015;Saskatchewan;Business, management and public administration;6497
2015/2016;Saskatchewan;Business, management and public administration;6779
2016/2017;Saskatchewan;Business, management and public administration;7002
2017/2018;Saskatchewan;Business, management and public administration;7164
2018/2019;Saskatchewan;Business, management and public administration;7381
2019/2020;Saskatchewan;Business, management and public administration;7545
2020/2021;Saskatchewan;Business, management and public administration;7536
2021/2022;Saskatchewan;Business, management and public administration;7858
2022/2023;Saskatchewan;Business, management and public administration;8156
2023/2024;Saskatchewan;Business, management and public administration;8508
2006/2007;Saskatchewan;Physical and life sciences and technologies;4474
2007/2008;Saskatchewan;Physical and life sciences and technologies;4473
2008/2009;Saskatchewan;Physical and life sciences and technologies;4473
2009/2010;Saskatchewan;Physical and life sciences and technologies;4612
2010/2011;Saskatchewan;Physical and life sciences and technologies;4825
2011/2012;Saskatchewan;Physical and life sciences and technologies;5138
2012/2013;Saskatchewan;Physical and life sciences and technologies;5328
2013/2014;Saskatchewan;Physical and life sciences and technologies;5564
2014/2015;Saskatchewan;Physical and life sciences and technologies;5847
2015/2016;Saskatchewan;Physical and life sciences and technologies;5990
2016/2017;Saskatchewan;Physical and life sciences and technologies;6178
2017/2018;Saskatchewan;Physical and life sciences and technologies;6358
2018/2019;Saskatchewan;Physical and life sciences and technologies;6599
2019/2020;Saskatchewan;Physical and life sciences and technologies;6857
2020/2021;Saskatchewan;Physical and life sciences and technologies;6853
2021/2022;Saskatchewan;Physical and life sciences and technologies;7119
2022/2023;Saskatchewan;Physical and life sciences and technologies;7402
2023/2024;Saskatchewan;Physical and life sciences and technologies;7712
2006/2007;Saskatchewan;Mathematics, computer and information sciences;4462
2007/2008;Saskatchewan;Mathematics, computer and information sciences;4456
2008/2009;Saskatchewan;Mathematics, computer and information sciences;4456
2009/2010;Saskatchewan;Mathematics, computer and information sciences;4592
2010/2011;Saskatchewan;Mathematics, computer and information sciences;4810
2011/2012;Saskatchewan;Mathematics, computer and information sciences;5203
2012/2013;Saskatchewan;Mathematics, computer and information sciences;5319
2013/2014;Saskatchewan;Mathematics, computer and information sciences;5541
2014/2015;Saskatchewan;Mathematics, computer and information sciences;5933
2015/2016;Saskatchewan;Mathematics, computer and information sciences;6100
2016/2017;Saskatchewan;Mathematics, computer and information sciences;6265
2017/2018;Saskatchewan;Mathematics, computer and information sciences;6441
2018/2019;Saskatchewan;Mathematics, computer and information sciences;6682
2019/2020;Saskatchewan;Mathematics, computer and information sciences;6910
2020/2021;Saskatchewan;Mathematics, computer and information sciences;6917
2021/2022;Saskatchewan;Mathematics, computer and information sciences;7197
2022/2023;Saskatchewan;Mathematics, computer and information sciences;7466
2023/2024;Saskatchewan;Mathematics, computer and information sciences;7775
2006/2007;Saskatchewan;Engineering;5222
2007/2008;Saskatchewan;Engineering;5223
2008/2009;Saskatchewan;Engineering;5223
2009/2010;Saskatchewan;Engineering;5448
2010/2011;Saskatchewan;Engineering;5748
2011/2012;Saskatchewan;Engineering;6273
2012/2013;Saskatchewan;Engineering;6702
2013/2014;Saskatchewan;Engineering;6094
2014/2015;Saskatchewan;Engineering;6384
2015/2016;Saskatchewan;Engineering;6763
2016/2017;Saskatchewan;Engineering;7305
2017/2018;Saskatchewan;Engineering;7344
2018/2019;Saskatchewan;Engineering;7613
2019/2020;Saskatchewan;Engineering;7835
2020/2021;Saskatchewan;Engineering;7856
2021/2022;Saskatchewan;Engineering;8184
2022/2023;Saskatchewan;Engineering;8707
2023/2024;Saskatchewan;Engineering;9528
2017/2018;Saskatchewan;Architecture;5994
2018/2019;Saskatchewan;Architecture;6234
2019/2020;Saskatchewan;Architecture;6452
2020/2021;Saskatchewan;Architecture;6452
2021/2022;Saskatchewan;Architecture;6710
2022/2023;Saskatchewan;Architecture;6978
2023/2024;Saskatchewan;Architecture;7258
2006/2007;Saskatchewan;Agriculture, natural resources and conservation;4524
2007/2008;Saskatchewan;Agriculture, natural resources and conservation;4523
2008/2009;Saskatchewan;Agriculture, natural resources and conservation;4524
2009/2010;Saskatchewan;Agriculture, natural resources and conservation;4659
2010/2011;Saskatchewan;Agriculture, natural resources and conservation;4866
2011/2012;Saskatchewan;Agriculture, natural resources and conservation;4983
2012/2013;Saskatchewan;Agriculture, natural resources and conservation;5190
2013/2014;Saskatchewan;Agriculture, natural resources and conservation;5424
2014/2015;Saskatchewan;Agriculture, natural resources and conservation;5658
2015/2016;Saskatchewan;Agriculture, natural resources and conservation;5824
2016/2017;Saskatchewan;Agriculture, natural resources and conservation;5972
2017/2018;Saskatchewan;Agriculture, natural resources and conservation;6127
2018/2019;Saskatchewan;Agriculture, natural resources and conservation;6420
2019/2020;Saskatchewan;Agriculture, natural resources and conservation;6617
2020/2021;Saskatchewan;Agriculture, natural resources and conservation;6617
2021/2022;Saskatchewan;Agriculture, natural resources and conservation;6880
2022/2023;Saskatchewan;Agriculture, natural resources and conservation;7155
2023/2024;Saskatchewan;Agriculture, natural resources and conservation;7581
2007/2008;Saskatchewan;Dentistry;32000
2008/2009;Saskatchewan;Dentistry;32000
2009/2010;Saskatchewan;Dentistry;32960
2010/2011;Saskatchewan;Dentistry;32960
2011/2012;Saskatchewan;Dentistry;32960
2012/2013;Saskatchewan;Dentistry;32960
2013/2014;Saskatchewan;Dentistry;32960
2014/2015;Saskatchewan;Dentistry;32960
2015/2016;Saskatchewan;Dentistry;32960
2016/2017;Saskatchewan;Dentistry;32960
2017/2018;Saskatchewan;Dentistry;33619
2018/2019;Saskatchewan;Dentistry;34628
2019/2020;Saskatchewan;Dentistry;44584
2020/2021;Saskatchewan;Dentistry;45921
2021/2022;Saskatchewan;Dentistry;47298
2022/2023;Saskatchewan;Dentistry;49190
2023/2024;Saskatchewan;Dentistry;51158
2006/2007;Saskatchewan;Medicine;11036
2007/2008;Saskatchewan;Medicine;11036
2008/2009;Saskatchewan;Medicine;11036
2009/2010;Saskatchewan;Medicine;11367
2010/2011;Saskatchewan;Medicine;12276
2011/2012;Saskatchewan;Medicine;12921
2012/2013;Saskatchewan;Medicine;13890
2013/2014;Saskatchewan;Medicine;14930
2014/2015;Saskatchewan;Medicine;15530
2015/2016;Saskatchewan;Medicine;15840
2016/2017;Saskatchewan;Medicine;16236
2017/2018;Saskatchewan;Medicine;16642
2018/2019;Saskatchewan;Medicine;17474
2019/2020;Saskatchewan;Medicine;17998
2020/2021;Saskatchewan;Medicine;17998
2021/2022;Saskatchewan;Medicine;18718
2022/2023;Saskatchewan;Medicine;19467
2023/2024;Saskatchewan;Medicine;20246
2007/2008;Saskatchewan;Nursing;4779
2008/2009;Saskatchewan;Nursing;4779
2009/2010;Saskatchewan;Nursing;4922
2010/2011;Saskatchewan;Nursing;5141
2011/2012;Saskatchewan;Nursing;5264
2012/2013;Saskatchewan;Nursing;5516
2013/2014;Saskatchewan;Nursing;5913
2014/2015;Saskatchewan;Nursing;6211
2015/2016;Saskatchewan;Nursing;6998
2016/2017;Saskatchewan;Nursing;7154
2017/2018;Saskatchewan;Nursing;7322
2018/2019;Saskatchewan;Nursing;7618
2019/2020;Saskatchewan;Nursing;7831
2020/2021;Saskatchewan;Nursing;7840
2021/2022;Saskatchewan;Nursing;8143
2022/2023;Saskatchewan;Nursing;8434
2023/2024;Saskatchewan;Nursing;8734
2008/2009;Saskatchewan;Pharmacy;6670
2009/2010;Saskatchewan;Pharmacy;7102
2010/2011;Saskatchewan;Pharmacy;7510
2011/2012;Saskatchewan;Pharmacy;7750
2012/2013;Saskatchewan;Pharmacy;8146
2013/2014;Saskatchewan;Pharmacy;7250
2014/2015;Saskatchewan;Pharmacy;7543
2015/2016;Saskatchewan;Pharmacy;7609
2016/2017;Saskatchewan;Pharmacy;8456
2017/2018;Saskatchewan;Pharmacy;9782
2018/2019;Saskatchewan;Pharmacy;10001
2019/2020;Saskatchewan;Pharmacy;13177
2020/2021;Saskatchewan;Pharmacy;13177
2021/2022;Saskatchewan;Pharmacy;13705
2022/2023;Saskatchewan;Pharmacy;19130
2023/2024;Saskatchewan;Pharmacy;19895
2007/2008;Saskatchewan;Veterinary medicine;6553
2008/2009;Saskatchewan;Veterinary medicine;6553
2009/2010;Saskatchewan;Veterinary medicine;6750
2010/2011;Saskatchewan;Veterinary medicine;7020
2011/2012;Saskatchewan;Veterinary medicine;7174
2012/2013;Saskatchewan;Veterinary medicine;7497
2013/2014;Saskatchewan;Veterinary medicine;7872
2014/2015;Saskatchewan;Veterinary medicine;8266
2015/2016;Saskatchewan;Veterinary medicine;8680
2016/2017;Saskatchewan;Veterinary medicine;9114
2017/2018;Saskatchewan;Veterinary medicine;9296
2018/2019;Saskatchewan;Veterinary medicine;9761
2019/2020;Saskatchewan;Veterinary medicine;10737
2020/2021;Saskatchewan;Veterinary medicine;39847
2021/2022;Saskatchewan;Veterinary medicine;40217
2022/2023;Saskatchewan;Veterinary medicine;40853
2023/2024;Saskatchewan;Veterinary medicine;41654
2006/2007;Saskatchewan;Other health, parks, recreation and fitness;4524
2007/2008;Saskatchewan;Other health, parks, recreation and fitness;4524
2008/2009;Saskatchewan;Other health, parks, recreation and fitness;4462
2009/2010;Saskatchewan;Other health, parks, recreation and fitness;4593
2010/2011;Saskatchewan;Other health, parks, recreation and fitness;4812
2011/2012;Saskatchewan;Other health, parks, recreation and fitness;5202
2012/2013;Saskatchewan;Other health, parks, recreation and fitness;5390
2013/2014;Saskatchewan;Other health, parks, recreation and fitness;5627
2014/2015;Saskatchewan;Other health, parks, recreation and fitness;5916
2015/2016;Saskatchewan;Other health, parks, recreation and fitness;6131
2016/2017;Saskatchewan;Other health, parks, recreation and fitness;6330
2017/2018;Saskatchewan;Other health, parks, recreation and fitness;6475
2018/2019;Saskatchewan;Other health, parks, recreation and fitness;6673
2019/2020;Saskatchewan;Other health, parks, recreation and fitness;6937
2020/2021;Saskatchewan;Other health, parks, recreation and fitness;6939
2021/2022;Saskatchewan;Other health, parks, recreation and fitness;7198
2022/2023;Saskatchewan;Other health, parks, recreation and fitness;7451
2023/2024;Saskatchewan;Other health, parks, recreation and fitness;7749
2016/2017;Saskatchewan;Personal, protective and transportation services;6195
2017/2018;Saskatchewan;Personal, protective and transportation services;6353
2018/2019;Saskatchewan;Personal, protective and transportation services;6533
2019/2020;Saskatchewan;Personal, protective and transportation services;6713
2020/2021;Saskatchewan;Personal, protective and transportation services;6713
2021/2022;Saskatchewan;Personal, protective and transportation services;6983
2022/2023;Saskatchewan;Personal, protective and transportation services;7230
2023/2024;Saskatchewan;Personal, protective and transportation services;7523
2006/2007;Alberta;Total, field of study;4763
2007/2008;Alberta;Total, field of study;5122
2008/2009;Alberta;Total, field of study;5308
2009/2010;Alberta;Total, field of study;5240
2010/2011;Alberta;Total, field of study;5505
2011/2012;Alberta;Total, field of study;5663
2012/2013;Alberta;Total, field of study;5670
2013/2014;Alberta;Total, field of study;5675
2014/2015;Alberta;Total, field of study;5738
2015/2016;Alberta;Total, field of study;5739
2016/2017;Alberta;Total, field of study;5742
2017/2018;Alberta;Total, field of study;5736
2018/2019;Alberta;Total, field of study;5713
2019/2020;Alberta;Total, field of study;5692
2020/2021;Alberta;Total, field of study;6111
2021/2022;Alberta;Total, field of study;6582
2022/2023;Alberta;Total, field of study;7203
2023/2024;Alberta;Total, field of study;7586
2006/2007;Alberta;Education;4589
2007/2008;Alberta;Education;4816
2008/2009;Alberta;Education;4873
2009/2010;Alberta;Education;5073
2010/2011;Alberta;Education;5149
2011/2012;Alberta;Education;5166
2012/2013;Alberta;Education;5221
2013/2014;Alberta;Education;5230
2014/2015;Alberta;Education;5286
2015/2016;Alberta;Education;5284
2016/2017;Alberta;Education;5269
2017/2018;Alberta;Education;5271
2018/2019;Alberta;Education;5277
2019/2020;Alberta;Education;5302
2020/2021;Alberta;Education;5670
2021/2022;Alberta;Education;6059
2022/2023;Alberta;Education;6529
2023/2024;Alberta;Education;6872
2006/2007;Alberta;Visual and performing arts, and communications technologies;4435
2007/2008;Alberta;Visual and performing arts, and communications technologies;4665
2008/2009;Alberta;Visual and performing arts, and communications technologies;4798
2009/2010;Alberta;Visual and performing arts, and communications technologies;4747
2010/2011;Alberta;Visual and performing arts, and communications technologies;4818
2011/2012;Alberta;Visual and performing arts, and communications technologies;4834
2012/2013;Alberta;Visual and performing arts, and communications technologies;4940
2013/2014;Alberta;Visual and performing arts, and communications technologies;4934
2014/2015;Alberta;Visual and performing arts, and communications technologies;4980
2015/2016;Alberta;Visual and performing arts, and communications technologies;4977
2016/2017;Alberta;Visual and performing arts, and communications technologies;4975
2017/2018;Alberta;Visual and performing arts, and communications technologies;4970
2018/2019;Alberta;Visual and performing arts, and communications technologies;5003
2019/2020;Alberta;Visual and performing arts, and communications technologies;5026
2020/2021;Alberta;Visual and performing arts, and communications technologies;5426
2021/2022;Alberta;Visual and performing arts, and communications technologies;5837
2022/2023;Alberta;Visual and performing arts, and communications technologies;6257
2023/2024;Alberta;Visual and performing arts, and communications technologies;6600
2006/2007;Alberta;Humanities;4610
2007/2008;Alberta;Humanities;4838
2008/2009;Alberta;Humanities;4850
2009/2010;Alberta;Humanities;5063
2010/2011;Alberta;Humanities;5139
2011/2012;Alberta;Humanities;5157
2012/2013;Alberta;Humanities;5023
2013/2014;Alberta;Humanities;5014
2014/2015;Alberta;Humanities;5076
2015/2016;Alberta;Humanities;5076
2016/2017;Alberta;Humanities;5050
2017/2018;Alberta;Humanities;5039
2018/2019;Alberta;Humanities;5017
2019/2020;Alberta;Humanities;5032
2020/2021;Alberta;Humanities;5448
2021/2022;Alberta;Humanities;5977
2022/2023;Alberta;Humanities;6380
2023/2024;Alberta;Humanities;6725
2006/2007;Alberta;Social and behavioural sciences, and legal studies;4644
2007/2008;Alberta;Social and behavioural sciences, and legal studies;4793
2008/2009;Alberta;Social and behavioural sciences, and legal studies;4873
2009/2010;Alberta;Social and behavioural sciences, and legal studies;5072
2010/2011;Alberta;Social and behavioural sciences, and legal studies;5148
2011/2012;Alberta;Social and behavioural sciences, and legal studies;5165
2012/2013;Alberta;Social and behavioural sciences, and legal studies;5136
2013/2014;Alberta;Social and behavioural sciences, and legal studies;5124
2014/2015;Alberta;Social and behavioural sciences, and legal studies;5165
2015/2016;Alberta;Social and behavioural sciences, and legal studies;5170
2016/2017;Alberta;Social and behavioural sciences, and legal studies;5247
2017/2018;Alberta;Social and behavioural sciences, and legal studies;5284
2018/2019;Alberta;Social and behavioural sciences, and legal studies;5250
2019/2020;Alberta;Social and behavioural sciences, and legal studies;5344
2020/2021;Alberta;Social and behavioural sciences, and legal studies;5732
2021/2022;Alberta;Social and behavioural sciences, and legal studies;6125
2022/2023;Alberta;Social and behavioural sciences, and legal studies;6550
2023/2024;Alberta;Social and behavioural sciences, and legal studies;6901
2006/2007;Alberta;Law;9328
2007/2008;Alberta;Law;9539
2008/2009;Alberta;Law;10229
2009/2010;Alberta;Law;8295
2010/2011;Alberta;Law;10666
2011/2012;Alberta;Law;10893
2012/2013;Alberta;Law;11132
2013/2014;Alberta;Law;11170
2014/2015;Alberta;Law;11331
2015/2016;Alberta;Law;11372
2016/2017;Alberta;Law;11031
2017/2018;Alberta;Law;11025
2018/2019;Alberta;Law;11019
2019/2020;Alberta;Law;11048
2020/2021;Alberta;Law;11803
2021/2022;Alberta;Law;12659
2022/2023;Alberta;Law;15091
2023/2024;Alberta;Law;15839
2006/2007;Alberta;Business, management and public administration;4532
2007/2008;Alberta;Business, management and public administration;4720
2008/2009;Alberta;Business, management and public administration;4842
2009/2010;Alberta;Business, management and public administration;5043
2010/2011;Alberta;Business, management and public administration;5119
2011/2012;Alberta;Business, management and public administration;5640
2012/2013;Alberta;Business, management and public administration;6094
2013/2014;Alberta;Business, management and public administration;6091
2014/2015;Alberta;Business, management and public administration;6111
2015/2016;Alberta;Business, management and public administration;5828
2016/2017;Alberta;Business, management and public administration;5868
2017/2018;Alberta;Business, management and public administration;5842
2018/2019;Alberta;Business, management and public administration;5797
2019/2020;Alberta;Business, management and public administration;5726
2020/2021;Alberta;Business, management and public administration;6132
2021/2022;Alberta;Business, management and public administration;6639
2022/2023;Alberta;Business, management and public administration;7188
2023/2024;Alberta;Business, management and public administration;7554
2006/2007;Alberta;Physical and life sciences and technologies;4598
2007/2008;Alberta;Physical and life sciences and technologies;4780
2008/2009;Alberta;Physical and life sciences and technologies;4899
2009/2010;Alberta;Physical and life sciences and technologies;5100
2010/2011;Alberta;Physical and life sciences and technologies;5177
2011/2012;Alberta;Physical and life sciences and technologies;5194
2012/2013;Alberta;Physical and life sciences and technologies;5267
2013/2014;Alberta;Physical and life sciences and technologies;5268
2014/2015;Alberta;Physical and life sciences and technologies;5320
2015/2016;Alberta;Physical and life sciences and technologies;5325
2016/2017;Alberta;Physical and life sciences and technologies;5320
2017/2018;Alberta;Physical and life sciences and technologies;5319
2018/2019;Alberta;Physical and life sciences and technologies;5318
2019/2020;Alberta;Physical and life sciences and technologies;5305
2020/2021;Alberta;Physical and life sciences and technologies;5680
2021/2022;Alberta;Physical and life sciences and technologies;6072
2022/2023;Alberta;Physical and life sciences and technologies;6512
2023/2024;Alberta;Physical and life sciences and technologies;6866
2006/2007;Alberta;Mathematics, computer and information sciences;4562
2007/2008;Alberta;Mathematics, computer and information sciences;4706
2008/2009;Alberta;Mathematics, computer and information sciences;4871
2009/2010;Alberta;Mathematics, computer and information sciences;5057
2010/2011;Alberta;Mathematics, computer and information sciences;5133
2011/2012;Alberta;Mathematics, computer and information sciences;5150
2012/2013;Alberta;Mathematics, computer and information sciences;5201
2013/2014;Alberta;Mathematics, computer and information sciences;5199
2014/2015;Alberta;Mathematics, computer and information sciences;5259
2015/2016;Alberta;Mathematics, computer and information sciences;5283
2016/2017;Alberta;Mathematics, computer and information sciences;5244
2017/2018;Alberta;Mathematics, computer and information sciences;5246
2018/2019;Alberta;Mathematics, computer and information sciences;5256
2019/2020;Alberta;Mathematics, computer and information sciences;5290
2020/2021;Alberta;Mathematics, computer and information sciences;5669
2021/2022;Alberta;Mathematics, computer and information sciences;6065
2022/2023;Alberta;Mathematics, computer and information sciences;6487
2023/2024;Alberta;Mathematics, computer and information sciences;6825
2006/2007;Alberta;Engineering;4562
2007/2008;Alberta;Engineering;4711
2008/2009;Alberta;Engineering;4925
2009/2010;Alberta;Engineering;4485
2010/2011;Alberta;Engineering;5401
2011/2012;Alberta;Engineering;5815
2012/2013;Alberta;Engineering;5886
2013/2014;Alberta;Engineering;5871
2014/2015;Alberta;Engineering;5920
2015/2016;Alberta;Engineering;6365
2016/2017;Alberta;Engineering;6420
2017/2018;Alberta;Engineering;6380
2018/2019;Alberta;Engineering;6394
2019/2020;Alberta;Engineering;6077
2020/2021;Alberta;Engineering;6594
2021/2022;Alberta;Engineering;7202
2022/2023;Alberta;Engineering;8821
2023/2024;Alberta;Engineering;9279
2017/2018;Alberta;Architecture;5525
2018/2019;Alberta;Architecture;5331
2019/2020;Alberta;Architecture;5380
2020/2021;Alberta;Architecture;5765
2021/2022;Alberta;Architecture;6164
2022/2023;Alberta;Architecture;6605
2023/2024;Alberta;Architecture;6898
2006/2007;Alberta;Agriculture, natural resources and conservation;4415
2007/2008;Alberta;Agriculture, natural resources and conservation;4734
2008/2009;Alberta;Agriculture, natural resources and conservation;4841
2009/2010;Alberta;Agriculture, natural resources and conservation;5063
2010/2011;Alberta;Agriculture, natural resources and conservation;5139
2011/2012;Alberta;Agriculture, natural resources and conservation;5156
2012/2013;Alberta;Agriculture, natural resources and conservation;5218
2013/2014;Alberta;Agriculture, natural resources and conservation;5218
2014/2015;Alberta;Agriculture, natural resources and conservation;5273
2015/2016;Alberta;Agriculture, natural resources and conservation;5184
2016/2017;Alberta;Agriculture, natural resources and conservation;5210
2017/2018;Alberta;Agriculture, natural resources and conservation;5193
2018/2019;Alberta;Agriculture, natural resources and conservation;5173
2019/2020;Alberta;Agriculture, natural resources and conservation;5237
2020/2021;Alberta;Agriculture, natural resources and conservation;5599
2021/2022;Alberta;Agriculture, natural resources and conservation;5952
2022/2023;Alberta;Agriculture, natural resources and conservation;6387
2023/2024;Alberta;Agriculture, natural resources and conservation;6701
2007/2008;Alberta;Dentistry;17761
2008/2009;Alberta;Dentistry;18578
2009/2010;Alberta;Dentistry;19340
2010/2011;Alberta;Dentistry;19630
2011/2012;Alberta;Dentistry;19699
2012/2013;Alberta;Dentistry;19984
2013/2014;Alberta;Dentistry;19984
2014/2015;Alberta;Dentistry;20184
2015/2016;Alberta;Dentistry;20184
2016/2017;Alberta;Dentistry;20184
2017/2018;Alberta;Dentistry;20184
2018/2019;Alberta;Dentistry;20184
2019/2020;Alberta;Dentistry;20184
2020/2021;Alberta;Dentistry;21597
2021/2022;Alberta;Dentistry;23109
2022/2023;Alberta;Dentistry;32353
2023/2024;Alberta;Dentistry;33713
2006/2007;Alberta;Medicine;11313
2007/2008;Alberta;Medicine;11610
2008/2009;Alberta;Medicine;12197
2009/2010;Alberta;Medicine;10196
2010/2011;Alberta;Medicine;12920
2011/2012;Alberta;Medicine;12967
2012/2013;Alberta;Medicine;13274
2013/2014;Alberta;Medicine;13277
2014/2015;Alberta;Medicine;13317
2015/2016;Alberta;Medicine;13328
2016/2017;Alberta;Medicine;13326
2017/2018;Alberta;Medicine;13300
2018/2019;Alberta;Medicine;13313
2019/2020;Alberta;Medicine;13305
2020/2021;Alberta;Medicine;14237
2021/2022;Alberta;Medicine;15422
2022/2023;Alberta;Medicine;17099
2023/2024;Alberta;Medicine;18040
2007/2008;Alberta;Nursing;5622
2008/2009;Alberta;Nursing;5870
2009/2010;Alberta;Nursing;6056
2010/2011;Alberta;Nursing;6147
2011/2012;Alberta;Nursing;6167
2012/2013;Alberta;Nursing;5628
2013/2014;Alberta;Nursing;5655
2014/2015;Alberta;Nursing;5725
2015/2016;Alberta;Nursing;5784
2016/2017;Alberta;Nursing;5847
2017/2018;Alberta;Nursing;5845
2018/2019;Alberta;Nursing;5828
2019/2020;Alberta;Nursing;5868
2020/2021;Alberta;Nursing;6279
2021/2022;Alberta;Nursing;6750
2022/2023;Alberta;Nursing;7231
2023/2024;Alberta;Nursing;7636
2007/2008;Alberta;Pharmacy;4686
