Date;Location;Field_Of_Study;Value
2023/2024;Ontario;Visual and performing arts, and communications technologies;6778
2006/2007;Ontario;Humanities;4431
2007/2008;Ontario;Humanities;4616
2008/2009;Ontario;Humanities;4775
2009/2010;Ontario;Humanities;4986
2010/2011;Ontario;Humanities;5209
2011/2012;Ontario;Humanities;5448
2012/2013;Ontario;Humanities;5688
2013/2014;Ontario;Humanities;5865
2014/2015;Ontario;Humanities;6048
2015/2016;Ontario;Humanities;6234
2016/2017;Ontario;Humanities;6422
2017/2018;Ontario;Humanities;6603
2018/2019;Ontario;Humanities;6754
2019/2020;Ontario;Humanities;6085
2020/2021;Ontario;Humanities;6083
2021/2022;Ontario;Humanities;6092
2022/2023;Ontario;Humanities;6194
2023/2024;Ontario;Humanities;6310
2006/2007;Ontario;Social and behavioural sciences, and legal studies;4434
2007/2008;Ontario;Social and behavioural sciences, and legal studies;4585
2008/2009;Ontario;Social and behavioural sciences, and legal studies;4779
2009/2010;Ontario;Social and behavioural sciences, and legal studies;4976
2010/2011;Ontario;Social and behavioural sciences, and legal studies;5199
2011/2012;Ontario;Social and behavioural sciences, and legal studies;5431
2012/2013;Ontario;Social and behavioural sciences, and legal studies;5675
2013/2014;Ontario;Social and behavioural sciences, and legal studies;5852
2014/2015;Ontario;Social and behavioural sciences, and legal studies;6031
2015/2016;Ontario;Social and behavioural sciences, and legal studies;6211
2016/2017;Ontario;Social and behavioural sciences, and legal studies;6463
2017/2018;Ontario;Social and behavioural sciences, and legal studies;6636
2018/2019;Ontario;Social and behavioural sciences, and legal studies;6804
2019/2020;Ontario;Social and behavioural sciences, and legal studies;6135
2020/2021;Ontario;Social and behavioural sciences, and legal studies;6145
2021/2022;Ontario;Social and behavioural sciences, and legal studies;6154
2022/2023;Ontario;Social and behavioural sciences, and legal studies;6241
2023/2024;Ontario;Social and behavioural sciences, and legal studies;6360
2006/2007;Ontario;Law;10476
2007/2008;Ontario;Law;10962
2008/2009;Ontario;Law;10747
2009/2010;Ontario;Law;11313
2010/2011;Ontario;Law;12134
2011/2012;Ontario;Law;14872
2012/2013;Ontario;Law;13416
2013/2014;Ontario;Law;14182
2014/2015;Ontario;Law;15147
2015/2016;Ontario;Law;15479
2016/2017;Ontario;Law;19663
2017/2018;Ontario;Law;20615
2018/2019;Ontario;Law;21636
2019/2020;Ontario;Law;19423
2020/2021;Ontario;Law;19434
2021/2022;Ontario;Law;19419
2022/2023;Ontario;Law;19726
2023/2024;Ontario;Law;20316
2006/2007;Ontario;Business, management and public administration;5264
2007/2008;Ontario;Business, management and public administration;6083
2008/2009;Ontario;Business, management and public administration;6419
2009/2010;Ontario;Business, management and public administration;6911
2010/2011;Ontario;Business, management and public administration;7317
2011/2012;Ontario;Business, management and public administration;8448
2012/2013;Ontario;Business, management and public administration;8469
2013/2014;Ontario;Business, management and public administration;8780
2014/2015;Ontario;Business, management and public administration;8994
2015/2016;Ontario;Business, management and public administration;9218
2016/2017;Ontario;Business, management and public administration;9577
2017/2018;Ontario;Business, management and public administration;10131
2018/2019;Ontario;Business, management and public administration;10552
2019/2020;Ontario;Business, management and public administration;9413
2020/2021;Ontario;Business, management and public administration;9405
2021/2022;Ontario;Business, management and public administration;9484
2022/2023;Ontario;Business, management and public administration;9694
2023/2024;Ontario;Business, management and public administration;10062
2006/2007;Ontario;Physical and life sciences and technologies;4421
2007/2008;Ontario;Physical and life sciences and technologies;4893
2008/2009;Ontario;Physical and life sciences and technologies;5089
2009/2010;Ontario;Physical and life sciences and technologies;5323
2010/2011;Ontario;Physical and life sciences and technologies;5572
2011/2012;Ontario;Physical and life sciences and technologies;5907
2012/2013;Ontario;Physical and life sciences and technologies;6052
2013/2014;Ontario;Physical and life sciences and technologies;6246
2014/2015;Ontario;Physical and life sciences and technologies;6596
2015/2016;Ontario;Physical and life sciences and technologies;6846
2016/2017;Ontario;Physical and life sciences and technologies;7094
2017/2018;Ontario;Physical and life sciences and technologies;7361
2018/2019;Ontario;Physical and life sciences and technologies;7565
2019/2020;Ontario;Physical and life sciences and technologies;6837
2020/2021;Ontario;Physical and life sciences and technologies;6835
2021/2022;Ontario;Physical and life sciences and technologies;6127
2022/2023;Ontario;Physical and life sciences and technologies;6218
2023/2024;Ontario;Physical and life sciences and technologies;6341
2006/2007;Ontario;Mathematics, computer and information sciences;5340
2007/2008;Ontario;Mathematics, computer and information sciences;5481
2008/2009;Ontario;Mathematics, computer and information sciences;5891
2009/2010;Ontario;Mathematics, computer and information sciences;6235
2010/2011;Ontario;Mathematics, computer and information sciences;6601
2011/2012;Ontario;Mathematics, computer and information sciences;7186
2012/2013;Ontario;Mathematics, computer and information sciences;7284
2013/2014;Ontario;Mathematics, computer and information sciences;7613
2014/2015;Ontario;Mathematics, computer and information sciences;7971
2015/2016;Ontario;Mathematics, computer and information sciences;8230
2016/2017;Ontario;Mathematics, computer and information sciences;8512
2017/2018;Ontario;Mathematics, computer and information sciences;8842
2018/2019;Ontario;Mathematics, computer and information sciences;9040
2019/2020;Ontario;Mathematics, computer and information sciences;8041
2020/2021;Ontario;Mathematics, computer and information sciences;7977
2021/2022;Ontario;Mathematics, computer and information sciences;7846
2022/2023;Ontario;Mathematics, computer and information sciences;7957
2023/2024;Ontario;Mathematics, computer and information sciences;8155
2006/2007;Ontario;Engineering;6768
2007/2008;Ontario;Engineering;6983
2008/2009;Ontario;Engineering;7326
2009/2010;Ontario;Engineering;7766
2010/2011;Ontario;Engineering;8335
2011/2012;Ontario;Engineering;9197
2012/2013;Ontario;Engineering;9376
2013/2014;Ontario;Engineering;9975
2014/2015;Ontario;Engineering;10399
2015/2016;Ontario;Engineering;11003
2016/2017;Ontario;Engineering;11583
2017/2018;Ontario;Engineering;11907
2018/2019;Ontario;Engineering;12539
2019/2020;Ontario;Engineering;11301
2020/2021;Ontario;Engineering;11336
2021/2022;Ontario;Engineering;11427
2022/2023;Ontario;Engineering;11679
2023/2024;Ontario;Engineering;11970
2006/2007;Ontario;Architecture;5098
2007/2008;Ontario;Architecture;5388
2008/2009;Ontario;Architecture;5810
2009/2010;Ontario;Architecture;6269
2010/2011;Ontario;Architecture;6761
2011/2012;Ontario;Architecture;7170
2012/2013;Ontario;Architecture;7140
2013/2014;Ontario;Architecture;7255
2014/2015;Ontario;Architecture;7706
2015/2016;Ontario;Architecture;8061
2016/2017;Ontario;Architecture;8322
2017/2018;Ontario;Architecture;8485
2018/2019;Ontario;Architecture;8838
2019/2020;Ontario;Architecture;7997
2020/2021;Ontario;Architecture;7998
2021/2022;Ontario;Architecture;8097
2022/2023;Ontario;Architecture;8212
2023/2024;Ontario;Architecture;8427
2006/2007;Ontario;Agriculture, natural resources and conservation;4386
2007/2008;Ontario;Agriculture, natural resources and conservation;4542
2008/2009;Ontario;Agriculture, natural resources and conservation;4969
2009/2010;Ontario;Agriculture, natural resources and conservation;5284
2010/2011;Ontario;Agriculture, natural resources and conservation;5385
2011/2012;Ontario;Agriculture, natural resources and conservation;5645
2012/2013;Ontario;Agriculture, natural resources and conservation;5778
2013/2014;Ontario;Agriculture, natural resources and conservation;5971
2014/2015;Ontario;Agriculture, natural resources and conservation;6146
2015/2016;Ontario;Agriculture, natural resources and conservation;6323
2016/2017;Ontario;Agriculture, natural resources and conservation;6438
2017/2018;Ontario;Agriculture, natural resources and conservation;6648
2018/2019;Ontario;Agriculture, natural resources and conservation;6830
2019/2020;Ontario;Agriculture, natural resources and conservation;6162
2020/2021;Ontario;Agriculture, natural resources and conservation;6157
2021/2022;Ontario;Agriculture, natural resources and conservation;6159
2022/2023;Ontario;Agriculture, natural resources and conservation;6272
2023/2024;Ontario;Agriculture, natural resources and conservation;6390
2007/2008;Ontario;Dentistry;19948
2008/2009;Ontario;Dentistry;20966
2009/2010;Ontario;Dentistry;22639
2010/2011;Ontario;Dentistry;24450
2011/2012;Ontario;Dentistry;26406
2012/2013;Ontario;Dentistry;28523
2013/2014;Ontario;Dentistry;30339
2014/2015;Ontario;Dentistry;32282
2015/2016;Ontario;Dentistry;34400
2016/2017;Ontario;Dentistry;36687
2017/2018;Ontario;Dentistry;38538
2018/2019;Ontario;Dentistry;40472
2019/2020;Ontario;Dentistry;36423
2020/2021;Ontario;Dentistry;36425
2021/2022;Ontario;Dentistry;36422
2022/2023;Ontario;Dentistry;36764
2023/2024;Ontario;Dentistry;38041
2006/2007;Ontario;Medicine;15297
2007/2008;Ontario;Medicine;16003
2008/2009;Ontario;Medicine;16540
2009/2010;Ontario;Medicine;17380
2010/2011;Ontario;Medicine;18400
2011/2012;Ontario;Medicine;19462
2012/2013;Ontario;Medicine;20681
2013/2014;Ontario;Medicine;21637
2014/2015;Ontario;Medicine;22728
2015/2016;Ontario;Medicine;23770
2016/2017;Ontario;Medicine;24410
2017/2018;Ontario;Medicine;25850
2018/2019;Ontario;Medicine;26836
2019/2020;Ontario;Medicine;24159
2020/2021;Ontario;Medicine;24154
2021/2022;Ontario;Medicine;24150
2022/2023;Ontario;Medicine;24187
2023/2024;Ontario;Medicine;24583
2007/2008;Ontario;Nursing;4625
2008/2009;Ontario;Nursing;4803
2009/2010;Ontario;Nursing;5011
2010/2011;Ontario;Nursing;5235
2011/2012;Ontario;Nursing;5498
2012/2013;Ontario;Nursing;5678
2013/2014;Ontario;Nursing;5982
2014/2015;Ontario;Nursing;6209
2015/2016;Ontario;Nursing;6401
2016/2017;Ontario;Nursing;6573
2017/2018;Ontario;Nursing;6776
2018/2019;Ontario;Nursing;6972
2019/2020;Ontario;Nursing;6269
2020/2021;Ontario;Nursing;6273
2021/2022;Ontario;Nursing;6289
2022/2023;Ontario;Nursing;6398
2023/2024;Ontario;Nursing;6484
2008/2009;Ontario;Pharmacy;19002
2009/2010;Ontario;Pharmacy;20547
2010/2011;Ontario;Pharmacy;22029
2011/2012;Ontario;Pharmacy;23144
2012/2013;Ontario;Pharmacy;23083
2013/2014;Ontario;Pharmacy;24105
2014/2015;Ontario;Pharmacy;25125
2015/2016;Ontario;Pharmacy;26215
2016/2017;Ontario;Pharmacy;18452
2017/2018;Ontario;Pharmacy;19239
2018/2019;Ontario;Pharmacy;19927
2019/2020;Ontario;Pharmacy;17966
2020/2021;Ontario;Pharmacy;17973
2021/2022;Ontario;Pharmacy;17804
2022/2023;Ontario;Pharmacy;17918
2023/2024;Ontario;Pharmacy;18369
2007/2008;Ontario;Veterinary medicine;5108
2008/2009;Ontario;Veterinary medicine;5418
2009/2010;Ontario;Veterinary medicine;5749
2010/2011;Ontario;Veterinary medicine;6102
2011/2012;Ontario;Veterinary medicine;6479
2012/2013;Ontario;Veterinary medicine;6883
2013/2014;Ontario;Veterinary medicine;7197
2014/2015;Ontario;Veterinary medicine;7526
2015/2016;Ontario;Veterinary medicine;7869
2016/2017;Ontario;Veterinary medicine;8133
2017/2018;Ontario;Veterinary medicine;8540
2018/2019;Ontario;Veterinary medicine;8967
2019/2020;Ontario;Veterinary medicine;8070
2020/2021;Ontario;Veterinary medicine;8070
2021/2022;Ontario;Veterinary medicine;8070
2022/2023;Ontario;Veterinary medicine;9244
2023/2024;Ontario;Veterinary medicine;9937
2018/2019;Ontario;Optometry;16968
2019/2020;Ontario;Optometry;15270
2020/2021;Ontario;Optometry;15270
2021/2022;Ontario;Optometry;14820
2022/2023;Ontario;Optometry;14820
2023/2024;Ontario;Optometry;15179
2006/2007;Ontario;Other health, parks, recreation and fitness;6343
2007/2008;Ontario;Other health, parks, recreation and fitness;4688
2008/2009;Ontario;Other health, parks, recreation and fitness;4771
2009/2010;Ontario;Other health, parks, recreation and fitness;5020
2010/2011;Ontario;Other health, parks, recreation and fitness;5432
2011/2012;Ontario;Other health, parks, recreation and fitness;5691
2012/2013;Ontario;Other health, parks, recreation and fitness;6240
2013/2014;Ontario;Other health, parks, recreation and fitness;6588
2014/2015;Ontario;Other health, parks, recreation and fitness;6847
2015/2016;Ontario;Other health, parks, recreation and fitness;7069
2016/2017;Ontario;Other health, parks, recreation and fitness;7320
2017/2018;Ontario;Other health, parks, recreation and fitness;7541
2018/2019;Ontario;Other health, parks, recreation and fitness;7267
2019/2020;Ontario;Other health, parks, recreation and fitness;6522
2020/2021;Ontario;Other health, parks, recreation and fitness;6579
2021/2022;Ontario;Other health, parks, recreation and fitness;6588
2022/2023;Ontario;Other health, parks, recreation and fitness;6633
2023/2024;Ontario;Other health, parks, recreation and fitness;6757
2016/2017;Ontario;Personal, protective and transportation services;6747
2017/2018;Ontario;Personal, protective and transportation services;6740
2018/2019;Ontario;Personal, protective and transportation services;6894
2019/2020;Ontario;Personal, protective and transportation services;6197
2020/2021;Ontario;Personal, protective and transportation services;6289
2021/2022;Ontario;Personal, protective and transportation services;6253
2022/2023;Ontario;Personal, protective and transportation services;6381
2023/2024;Ontario;Personal, protective and transportation services;6474
2006/2007;Manitoba;Total, field of study;3319
2007/2008;Manitoba;Total, field of study;3271
2008/2009;Manitoba;Total, field of study;3238
2009/2010;Manitoba;Total, field of study;3408
2010/2011;Manitoba;Total, field of study;3593
2011/2012;Manitoba;Total, field of study;3638
2012/2013;Manitoba;Total, field of study;3720
2013/2014;Manitoba;Total, field of study;3790
2014/2015;Manitoba;Total, field of study;3857
2015/2016;Manitoba;Total, field of study;4013
2016/2017;Manitoba;Total, field of study;4099
2017/2018;Manitoba;Total, field of study;4227
2018/2019;Manitoba;Total, field of study;4462
2019/2020;Manitoba;Total, field of study;4695
2020/2021;Manitoba;Total, field of study;4901
2021/2022;Manitoba;Total, field of study;5064
2022/2023;Manitoba;Total, field of study;5245
2023/2024;Manitoba;Total, field of study;5386
2006/2007;Manitoba;Education;2911
2007/2008;Manitoba;Education;2922
2008/2009;Manitoba;Education;2861
2009/2010;Manitoba;Education;2981
2010/2011;Manitoba;Education;3129
2011/2012;Manitoba;Education;3167
2012/2013;Manitoba;Education;3219
2013/2014;Manitoba;Education;3272
2014/2015;Manitoba;Education;3352
2015/2016;Manitoba;Education;3418
2016/2017;Manitoba;Education;3606
2017/2018;Manitoba;Education;3656
2018/2019;Manitoba;Education;3904
2019/2020;Manitoba;Education;4039
2020/2021;Manitoba;Education;4207
2021/2022;Manitoba;Education;4367
2022/2023;Manitoba;Education;4533
2023/2024;Manitoba;Education;4657
2006/2007;Manitoba;Visual and performing arts, and communications technologies;3527
2007/2008;Manitoba;Visual and performing arts, and communications technologies;3500
2008/2009;Manitoba;Visual and performing arts, and communications technologies;3236
2009/2010;Manitoba;Visual and performing arts, and communications technologies;3318
2010/2011;Manitoba;Visual and performing arts, and communications technologies;3489
2011/2012;Manitoba;Visual and performing arts, and communications technologies;3527
2012/2013;Manitoba;Visual and performing arts, and communications technologies;3512
2013/2014;Manitoba;Visual and performing arts, and communications technologies;3560
2014/2015;Manitoba;Visual and performing arts, and communications technologies;3626
2015/2016;Manitoba;Visual and performing arts, and communications technologies;3698
2016/2017;Manitoba;Visual and performing arts, and communications technologies;3864
2017/2018;Manitoba;Visual and performing arts, and communications technologies;3867
2018/2019;Manitoba;Visual and performing arts, and communications technologies;4115
2019/2020;Manitoba;Visual and performing arts, and communications technologies;4275
2020/2021;Manitoba;Visual and performing arts, and communications technologies;4441
2021/2022;Manitoba;Visual and performing arts, and communications technologies;4612
2022/2023;Manitoba;Visual and performing arts, and communications technologies;4823
2023/2024;Manitoba;Visual and performing arts, and communications technologies;4957
2006/2007;Manitoba;Humanities;3136
2007/2008;Manitoba;Humanities;2897
2008/2009;Manitoba;Humanities;2811
2009/2010;Manitoba;Humanities;2929
2010/2011;Manitoba;Humanities;3084
2011/2012;Manitoba;Humanities;3115
2012/2013;Manitoba;Humanities;3223
2013/2014;Manitoba;Humanities;3279
2014/2015;Manitoba;Humanities;3360
2015/2016;Manitoba;Humanities;3444
2016/2017;Manitoba;Humanities;3539
2017/2018;Manitoba;Humanities;3582
2018/2019;Manitoba;Humanities;3790
2019/2020;Manitoba;Humanities;3942
2020/2021;Manitoba;Humanities;4165
2021/2022;Manitoba;Humanities;4329
2022/2023;Manitoba;Humanities;4494
2023/2024;Manitoba;Humanities;4618
2006/2007;Manitoba;Social and behavioural sciences, and legal studies;2879
2007/2008;Manitoba;Social and behavioural sciences, and legal studies;2874
2008/2009;Manitoba;Social and behavioural sciences, and legal studies;2826
2009/2010;Manitoba;Social and behavioural sciences, and legal studies;2939
2010/2011;Manitoba;Social and behavioural sciences, and legal studies;3097
2011/2012;Manitoba;Social and behavioural sciences, and legal studies;3127
2012/2013;Manitoba;Social and behavioural sciences, and legal studies;3224
2013/2014;Manitoba;Social and behavioural sciences, and legal studies;3287
2014/2015;Manitoba;Social and behavioural sciences, and legal studies;3360
2015/2016;Manitoba;Social and behavioural sciences, and legal studies;3448
2016/2017;Manitoba;Social and behavioural sciences, and legal studies;3553
2017/2018;Manitoba;Social and behavioural sciences, and legal studies;3612
2018/2019;Manitoba;Social and behavioural sciences, and legal studies;3849
2019/2020;Manitoba;Social and behavioural sciences, and legal studies;4000
2020/2021;Manitoba;Social and behavioural sciences, and legal studies;4191
2021/2022;Manitoba;Social and behavioural sciences, and legal studies;4362
2022/2023;Manitoba;Social and behavioural sciences, and legal studies;4523
2023/2024;Manitoba;Social and behavioural sciences, and legal studies;4649
2006/2007;Manitoba;Law;7592
2007/2008;Manitoba;Law;7594
2008/2009;Manitoba;Law;7611
2009/2010;Manitoba;Law;8203
2010/2011;Manitoba;Law;8611
2011/2012;Manitoba;Law;8700
2012/2013;Manitoba;Law;8949
2013/2014;Manitoba;Law;9086
2014/2015;Manitoba;Law;9302
2015/2016;Manitoba;Law;9483
2016/2017;Manitoba;Law;9596
2017/2018;Manitoba;Law;9717
2018/2019;Manitoba;Law;10367
2019/2020;Manitoba;Law;10756
2020/2021;Manitoba;Law;10997
2021/2022;Manitoba;Law;11411
2022/2023;Manitoba;Law;11839
2023/2024;Manitoba;Law;12164
2006/2007;Manitoba;Business, management and public administration;3432
2007/2008;Manitoba;Business, management and public administration;3392
2008/2009;Manitoba;Business, management and public administration;3625
2009/2010;Manitoba;Business, management and public administration;3777
2010/2011;Manitoba;Business, management and public administration;3975
2011/2012;Manitoba;Business, management and public administration;3981
2012/2013;Manitoba;Business, management and public administration;3958
2013/2014;Manitoba;Business, management and public administration;4000
2014/2015;Manitoba;Business, management and public administration;3904
2015/2016;Manitoba;Business, management and public administration;3996
2016/2017;Manitoba;Business, management and public administration;4096
2017/2018;Manitoba;Business, management and public administration;4150
2018/2019;Manitoba;Business, management and public administration;4410
2019/2020;Manitoba;Business, management and public administration;4579
2020/2021;Manitoba;Business, management and public administration;4790
2021/2022;Manitoba;Business, management and public administration;5009
2022/2023;Manitoba;Business, management and public administration;5212
2023/2024;Manitoba;Business, management and public administration;5355
2006/2007;Manitoba;Physical and life sciences and technologies;3066
2007/2008;Manitoba;Physical and life sciences and technologies;3093
2008/2009;Manitoba;Physical and life sciences and technologies;3137
2009/2010;Manitoba;Physical and life sciences and technologies;3300
2010/2011;Manitoba;Physical and life sciences and technologies;3466
2011/2012;Manitoba;Physical and life sciences and technologies;3502
2012/2013;Manitoba;Physical and life sciences and technologies;3582
2013/2014;Manitoba;Physical and life sciences and technologies;3643
2014/2015;Manitoba;Physical and life sciences and technologies;3736
2015/2016;Manitoba;Physical and life sciences and technologies;3803
2016/2017;Manitoba;Physical and life sciences and technologies;3814
2017/2018;Manitoba;Physical and life sciences and technologies;3857
2018/2019;Manitoba;Physical and life sciences and technologies;4112
2019/2020;Manitoba;Physical and life sciences and technologies;4262
2020/2021;Manitoba;Physical and life sciences and technologies;4485
2021/2022;Manitoba;Physical and life sciences and technologies;4621
2022/2023;Manitoba;Physical and life sciences and technologies;4792
2023/2024;Manitoba;Physical and life sciences and technologies;4925
2006/2007;Manitoba;Mathematics, computer and information sciences;3166
2007/2008;Manitoba;Mathematics, computer and information sciences;3075
2008/2009;Manitoba;Mathematics, computer and information sciences;3117
2009/2010;Manitoba;Mathematics, computer and information sciences;3272
2010/2011;Manitoba;Mathematics, computer and information sciences;3439
2011/2012;Manitoba;Mathematics, computer and information sciences;3476
2012/2013;Manitoba;Mathematics, computer and information sciences;3577
2013/2014;Manitoba;Mathematics, computer and information sciences;3648
2014/2015;Manitoba;Mathematics, computer and information sciences;3724
2015/2016;Manitoba;Mathematics, computer and information sciences;3801
2016/2017;Manitoba;Mathematics, computer and information sciences;3778
2017/2018;Manitoba;Mathematics, computer and information sciences;3824
2018/2019;Manitoba;Mathematics, computer and information sciences;4079
2019/2020;Manitoba;Mathematics, computer and information sciences;4222
2020/2021;Manitoba;Mathematics, computer and information sciences;4427
2021/2022;Manitoba;Mathematics, computer and information sciences;4566
2022/2023;Manitoba;Mathematics, computer and information sciences;4733
2023/2024;Manitoba;Mathematics, computer and information sciences;4866
2006/2007;Manitoba;Engineering;4096
2007/2008;Manitoba;Engineering;5119
2008/2009;Manitoba;Engineering;5081
2009/2010;Manitoba;Engineering;5128
2010/2011;Manitoba;Engineering;5211
2011/2012;Manitoba;Engineering;5081
2012/2013;Manitoba;Engineering;5102
2013/2014;Manitoba;Engineering;5185
2014/2015;Manitoba;Engineering;5319
2015/2016;Manitoba;Engineering;5432
2016/2017;Manitoba;Engineering;5506
2017/2018;Manitoba;Engineering;5644
2018/2019;Manitoba;Engineering;5952
2019/2020;Manitoba;Engineering;6172
2020/2021;Manitoba;Engineering;6352
2021/2022;Manitoba;Engineering;6455
2022/2023;Manitoba;Engineering;6569
2023/2024;Manitoba;Engineering;6750
2006/2007;Manitoba;Architecture;3489
2007/2008;Manitoba;Architecture;3482
2008/2009;Manitoba;Architecture;3488
2009/2010;Manitoba;Architecture;3643
2010/2011;Manitoba;Architecture;3826
2011/2012;Manitoba;Architecture;3785
2012/2013;Manitoba;Architecture;3891
2013/2014;Manitoba;Architecture;3952
2014/2015;Manitoba;Architecture;4048
2015/2016;Manitoba;Architecture;4124
2016/2017;Manitoba;Architecture;4175
2017/2018;Manitoba;Architecture;4230
2018/2019;Manitoba;Architecture;4508
2019/2020;Manitoba;Architecture;4677
2020/2021;Manitoba;Architecture;4854
2021/2022;Manitoba;Architecture;5033
2022/2023;Manitoba;Architecture;5224
2023/2024;Manitoba;Architecture;5368
2006/2007;Manitoba;Agriculture, natural resources and conservation;3305
2007/2008;Manitoba;Agriculture, natural resources and conservation;3312
2008/2009;Manitoba;Agriculture, natural resources and conservation;3325
2009/2010;Manitoba;Agriculture, natural resources and conservation;3478
2010/2011;Manitoba;Agriculture, natural resources and conservation;3639
2011/2012;Manitoba;Agriculture, natural resources and conservation;3668
2012/2013;Manitoba;Agriculture, natural resources and conservation;3761
2013/2014;Manitoba;Agriculture, natural resources and conservation;3818
2014/2015;Manitoba;Agriculture, natural resources and conservation;3933
2015/2016;Manitoba;Agriculture, natural resources and conservation;3993
2016/2017;Manitoba;Agriculture, natural resources and conservation;4032
2017/2018;Manitoba;Agriculture, natural resources and conservation;4047
2018/2019;Manitoba;Agriculture, natural resources and conservation;4309
2019/2020;Manitoba;Agriculture, natural resources and conservation;4475
2020/2021;Manitoba;Agriculture, natural resources and conservation;4673
2021/2022;Manitoba;Agriculture, natural resources and conservation;4837
2022/2023;Manitoba;Agriculture, natural resources and conservation;5019
2023/2024;Manitoba;Agriculture, natural resources and conservation;5158
2007/2008;Manitoba;Dentistry;11950
2008/2009;Manitoba;Dentistry;11950
2009/2010;Manitoba;Dentistry;12488
2010/2011;Manitoba;Dentistry;14986
2011/2012;Manitoba;Dentistry;17983
2012/2013;Manitoba;Dentistry;18486
2013/2014;Manitoba;Dentistry;18782
2014/2015;Manitoba;Dentistry;19233
2015/2016;Manitoba;Dentistry;19832
2016/2017;Manitoba;Dentistry;20070
2017/2018;Manitoba;Dentistry;20331
2018/2019;Manitoba;Dentistry;21673
2019/2020;Manitoba;Dentistry;22486
2020/2021;Manitoba;Dentistry;22710
2021/2022;Manitoba;Dentistry;22938
2022/2023;Manitoba;Dentistry;23798
2023/2024;Manitoba;Dentistry;24452
2006/2007;Manitoba;Medicine;6550
2007/2008;Manitoba;Medicine;6550
2008/2009;Manitoba;Medicine;6550
2009/2010;Manitoba;Medicine;6845
2010/2011;Manitoba;Medicine;7187
2011/2012;Manitoba;Medicine;7259
2012/2013;Manitoba;Medicine;7462
2013/2014;Manitoba;Medicine;7582
2014/2015;Manitoba;Medicine;7764
2015/2016;Manitoba;Medicine;8084
2017/2018;Manitoba;Medicine;8287
2018/2019;Manitoba;Medicine;8834
2019/2020;Manitoba;Medicine;9165
2020/2021;Manitoba;Medicine;9807
2021/2022;Manitoba;Medicine;10297
2022/2023;Manitoba;Medicine;10812
2023/2024;Manitoba;Medicine;11109
2007/2008;Manitoba;Nursing;3301
2008/2009;Manitoba;Nursing;3460
2009/2010;Manitoba;Nursing;3562
2010/2011;Manitoba;Nursing;3746
2011/2012;Manitoba;Nursing;3818
2012/2013;Manitoba;Nursing;3931
2013/2014;Manitoba;Nursing;4006
2014/2015;Manitoba;Nursing;4076
2015/2016;Manitoba;Nursing;5033
2016/2017;Manitoba;Nursing;5052
2017/2018;Manitoba;Nursing;5197
2018/2019;Manitoba;Nursing;5342
2019/2020;Manitoba;Nursing;5333
2020/2021;Manitoba;Nursing;5363
2021/2022;Manitoba;Nursing;5854
2022/2023;Manitoba;Nursing;6011
2023/2024;Manitoba;Nursing;6159
2007/2008;Manitoba;Pharmacy;5548
2008/2009;Manitoba;Pharmacy;5556
2009/2010;Manitoba;Pharmacy;5890
2010/2011;Manitoba;Pharmacy;6194
2011/2012;Manitoba;Pharmacy;6131
2012/2013;Manitoba;Pharmacy;6294
2013/2014;Manitoba;Pharmacy;6780
2014/2015;Manitoba;Pharmacy;7582
2015/2016;Manitoba;Pharmacy;7768
2016/2017;Manitoba;Pharmacy;7863
2017/2018;Manitoba;Pharmacy;7963
2018/2019;Manitoba;Pharmacy;8485
2019/2020;Manitoba;Pharmacy;19100
2020/2021;Manitoba;Pharmacy;19255
2021/2022;Manitoba;Pharmacy;19412
2022/2023;Manitoba;Pharmacy;19412
2023/2024;Manitoba;Pharmacy;19412
2006/2007;Manitoba;Other health, parks, recreation and fitness;2780
2007/2008;Manitoba;Other health, parks, recreation and fitness;3466
2008/2009;Manitoba;Other health, parks, recreation and fitness;3294
2009/2010;Manitoba;Other health, parks, recreation and fitness;3346
2010/2011;Manitoba;Other health, parks, recreation and fitness;3618
2011/2012;Manitoba;Other health, parks, recreation and fitness;3639
2012/2013;Manitoba;Other health, parks, recreation and fitness;3433
2013/2014;Manitoba;Other health, parks, recreation and fitness;3484
2014/2015;Manitoba;Other health, parks, recreation and fitness;3554
2015/2016;Manitoba;Other health, parks, recreation and fitness;3636
2016/2017;Manitoba;Other health, parks, recreation and fitness;3876
2017/2018;Manitoba;Other health, parks, recreation and fitness;3871
2018/2019;Manitoba;Other health, parks, recreation and fitness;4066
2019/2020;Manitoba;Other health, parks, recreation and fitness;4197
2020/2021;Manitoba;Other health, parks, recreation and fitness;4365
2021/2022;Manitoba;Other health, parks, recreation and fitness;4536
2022/2023;Manitoba;Other health, parks, recreation and fitness;4717
2023/2024;Manitoba;Other health, parks, recreation and fitness;4846
2016/2017;Manitoba;Personal, protective and transportation services;3663
2017/2018;Manitoba;Personal, protective and transportation services;3694
2018/2019;Manitoba;Personal, protective and transportation services;3943
2019/2020;Manitoba;Personal, protective and transportation services;4090
2020/2021;Manitoba;Personal, protective and transportation services;4235
2021/2022;Manitoba;Personal, protective and transportation services;4392
2022/2023;Manitoba;Personal, protective and transportation services;4553
2023/2024;Manitoba;Personal, protective and transportation services;4684
2006/2007;Saskatchewan;Total, field of study;4774
2007/2008;Saskatchewan;Total, field of study;5015
2008/2009;Saskatchewan;Total, field of study;5064
2009/2010;Saskatchewan;Total, field of study;5173
2010/2011;Saskatchewan;Total, field of study;5431
