Date;Location;Field_Of_Study;Value
2022/2023;Saskatchewan;Mathematics, computer and information sciences;24095
2023/2024;Saskatchewan;Mathematics, computer and information sciences;26576
2006/2007;Saskatchewan;Engineering;11206
2007/2008;Saskatchewan;Engineering;10882
2008/2009;Saskatchewan;Engineering;11198
2009/2010;Saskatchewan;Engineering;13237
2010/2011;Saskatchewan;Engineering;14583
2011/2012;Saskatchewan;Engineering;15658
2012/2013;Saskatchewan;Engineering;17831
2013/2014;Saskatchewan;Engineering;17413
2014/2015;Saskatchewan;Engineering;18090
2015/2016;Saskatchewan;Engineering;19023
2016/2017;Saskatchewan;Engineering;20239
2017/2018;Saskatchewan;Engineering;20665
2018/2019;Saskatchewan;Engineering;21623
2019/2020;Saskatchewan;Engineering;22251
2020/2021;Saskatchewan;Engineering;22227
2021/2022;Saskatchewan;Engineering;23898
2022/2023;Saskatchewan;Engineering;27460
2023/2024;Saskatchewan;Engineering;31999
2017/2018;Saskatchewan;Architecture;15584
2018/2019;Saskatchewan;Architecture;17019
2019/2020;Saskatchewan;Architecture;17615
2020/2021;Saskatchewan;Architecture;17615
2021/2022;Saskatchewan;Architecture;20131
2022/2023;Saskatchewan;Architecture;25121
2023/2024;Saskatchewan;Architecture;30482
2006/2007;Saskatchewan;Agriculture, natural resources and conservation;11762
2007/2008;Saskatchewan;Agriculture, natural resources and conservation;11631
2008/2009;Saskatchewan;Agriculture, natural resources and conservation;11762
2009/2010;Saskatchewan;Agriculture, natural resources and conservation;12103
2010/2011;Saskatchewan;Agriculture, natural resources and conservation;12691
2011/2012;Saskatchewan;Agriculture, natural resources and conservation;12956
2012/2013;Saskatchewan;Agriculture, natural resources and conservation;13494
2013/2014;Saskatchewan;Agriculture, natural resources and conservation;14102
2014/2015;Saskatchewan;Agriculture, natural resources and conservation;14711
2015/2016;Saskatchewan;Agriculture, natural resources and conservation;15142
2016/2017;Saskatchewan;Agriculture, natural resources and conservation;15527
2017/2018;Saskatchewan;Agriculture, natural resources and conservation;16011
2018/2019;Saskatchewan;Agriculture, natural resources and conservation;17577
2019/2020;Saskatchewan;Agriculture, natural resources and conservation;18108
2020/2021;Saskatchewan;Agriculture, natural resources and conservation;18108
2021/2022;Saskatchewan;Agriculture, natural resources and conservation;20666
2022/2023;Saskatchewan;Agriculture, natural resources and conservation;25435
2023/2024;Saskatchewan;Agriculture, natural resources and conservation;31123
2007/2008;Saskatchewan;Dentistry;32000
2008/2009;Saskatchewan;Dentistry;32000
2009/2010;Saskatchewan;Dentistry;32960
2010/2011;Saskatchewan;Dentistry;32960
2011/2012;Saskatchewan;Dentistry;32960
2012/2013;Saskatchewan;Dentistry;32960
2022/2023;Saskatchewan;Dentistry;118056
2023/2024;Saskatchewan;Dentistry;122778
2006/2007;Saskatchewan;Medicine;28694
2012/2013;Saskatchewan;Medicine;13890
2009/2010;Saskatchewan;Nursing;12797
2010/2011;Saskatchewan;Nursing;13367
2011/2012;Saskatchewan;Nursing;13686
2012/2013;Saskatchewan;Nursing;14329
2013/2014;Saskatchewan;Nursing;16789
2014/2015;Saskatchewan;Nursing;18379
2015/2016;Saskatchewan;Nursing;19588
2016/2017;Saskatchewan;Nursing;20210
2017/2018;Saskatchewan;Nursing;20560
2018/2019;Saskatchewan;Nursing;21849
2019/2020;Saskatchewan;Nursing;22532
2020/2021;Saskatchewan;Nursing;22564
2021/2022;Saskatchewan;Nursing;25055
2022/2023;Saskatchewan;Nursing;29771
2023/2024;Saskatchewan;Nursing;34682
2008/2009;Saskatchewan;Pharmacy;17342
2012/2013;Saskatchewan;Pharmacy;21180
2013/2014;Saskatchewan;Pharmacy;18849
2017/2018;Saskatchewan;Pharmacy;25432
2018/2019;Saskatchewan;Pharmacy;17302
2019/2020;Saskatchewan;Pharmacy;20675
2020/2021;Saskatchewan;Pharmacy;20675
2021/2022;Saskatchewan;Pharmacy;22720
2022/2023;Saskatchewan;Pharmacy;19130
2023/2024;Saskatchewan;Pharmacy;19895
2006/2007;Saskatchewan;Other health, parks, recreation and fitness;11762
2007/2008;Saskatchewan;Other health, parks, recreation and fitness;11762
2008/2009;Saskatchewan;Other health, parks, recreation and fitness;9709
2009/2010;Saskatchewan;Other health, parks, recreation and fitness;11882
2010/2011;Saskatchewan;Other health, parks, recreation and fitness;13360
2011/2012;Saskatchewan;Other health, parks, recreation and fitness;14632
2012/2013;Saskatchewan;Other health, parks, recreation and fitness;16199
2013/2014;Saskatchewan;Other health, parks, recreation and fitness;17321
2014/2015;Saskatchewan;Other health, parks, recreation and fitness;17936
2015/2016;Saskatchewan;Other health, parks, recreation and fitness;18814
2016/2017;Saskatchewan;Other health, parks, recreation and fitness;19561
2017/2018;Saskatchewan;Other health, parks, recreation and fitness;19798
2018/2019;Saskatchewan;Other health, parks, recreation and fitness;20293
2019/2020;Saskatchewan;Other health, parks, recreation and fitness;20922
2020/2021;Saskatchewan;Other health, parks, recreation and fitness;20993
2021/2022;Saskatchewan;Other health, parks, recreation and fitness;22099
2022/2023;Saskatchewan;Other health, parks, recreation and fitness;23158
2023/2024;Saskatchewan;Other health, parks, recreation and fitness;24333
2016/2017;Saskatchewan;Personal, protective and transportation services;18585
2017/2018;Saskatchewan;Personal, protective and transportation services;19058
2018/2019;Saskatchewan;Personal, protective and transportation services;19589
2019/2020;Saskatchewan;Personal, protective and transportation services;20138
2020/2021;Saskatchewan;Personal, protective and transportation services;20138
2021/2022;Saskatchewan;Personal, protective and transportation services;20948
2022/2023;Saskatchewan;Personal, protective and transportation services;21690
2023/2024;Saskatchewan;Personal, protective and transportation services;22568
2006/2007;Alberta;Total, field of study;12617
2007/2008;Alberta;Total, field of study;13309
2008/2009;Alberta;Total, field of study;14399
2009/2010;Alberta;Total, field of study;17388
2010/2011;Alberta;Total, field of study;17652
2011/2012;Alberta;Total, field of study;18505
2012/2013;Alberta;Total, field of study;18657
2013/2014;Alberta;Total, field of study;18891
2014/2015;Alberta;Total, field of study;19766
2015/2016;Alberta;Total, field of study;20351
2016/2017;Alberta;Total, field of study;20601
2017/2018;Alberta;Total, field of study;21043
2018/2019;Alberta;Total, field of study;21491
2019/2020;Alberta;Total, field of study;21884
2020/2021;Alberta;Total, field of study;27188
2021/2022;Alberta;Total, field of study;27714
2022/2023;Alberta;Total, field of study;29507
2023/2024;Alberta;Total, field of study;31550
2006/2007;Alberta;Education;12517
2007/2008;Alberta;Education;13344
2008/2009;Alberta;Education;13790
2009/2010;Alberta;Education;17130
2010/2011;Alberta;Education;17386
2011/2012;Alberta;Education;17447
2012/2013;Alberta;Education;17398
2013/2014;Alberta;Education;18129
2014/2015;Alberta;Education;19014
2015/2016;Alberta;Education;19196
2016/2017;Alberta;Education;19143
2017/2018;Alberta;Education;20271
2018/2019;Alberta;Education;20364
2019/2020;Alberta;Education;21055
2020/2021;Alberta;Education;23983
2021/2022;Alberta;Education;24306
2022/2023;Alberta;Education;24649
2023/2024;Alberta;Education;26247
2006/2007;Alberta;Visual and performing arts, and communications technologies;10783
2007/2008;Alberta;Visual and performing arts, and communications technologies;11989
2008/2009;Alberta;Visual and performing arts, and communications technologies;12506
2009/2010;Alberta;Visual and performing arts, and communications technologies;14405
2010/2011;Alberta;Visual and performing arts, and communications technologies;14621
2011/2012;Alberta;Visual and performing arts, and communications technologies;14739
2012/2013;Alberta;Visual and performing arts, and communications technologies;15329
2013/2014;Alberta;Visual and performing arts, and communications technologies;16201
2014/2015;Alberta;Visual and performing arts, and communications technologies;16803
2015/2016;Alberta;Visual and performing arts, and communications technologies;17310
2016/2017;Alberta;Visual and performing arts, and communications technologies;17500
2017/2018;Alberta;Visual and performing arts, and communications technologies;17191
2018/2019;Alberta;Visual and performing arts, and communications technologies;18084
2019/2020;Alberta;Visual and performing arts, and communications technologies;18453
2020/2021;Alberta;Visual and performing arts, and communications technologies;22434
2021/2022;Alberta;Visual and performing arts, and communications technologies;23800
2022/2023;Alberta;Visual and performing arts, and communications technologies;24369
2023/2024;Alberta;Visual and performing arts, and communications technologies;25954
2006/2007;Alberta;Humanities;11356
2007/2008;Alberta;Humanities;12349
2008/2009;Alberta;Humanities;13188
2009/2010;Alberta;Humanities;16923
2010/2011;Alberta;Humanities;17175
2011/2012;Alberta;Humanities;17235
2012/2013;Alberta;Humanities;17655
2013/2014;Alberta;Humanities;17917
2014/2015;Alberta;Humanities;18896
2015/2016;Alberta;Humanities;19371
2016/2017;Alberta;Humanities;19725
2017/2018;Alberta;Humanities;20403
2018/2019;Alberta;Humanities;20824
2019/2020;Alberta;Humanities;21343
2020/2021;Alberta;Humanities;26369
2021/2022;Alberta;Humanities;26658
2022/2023;Alberta;Humanities;27821
2023/2024;Alberta;Humanities;29684
2006/2007;Alberta;Social and behavioural sciences, and legal studies;12662
2007/2008;Alberta;Social and behavioural sciences, and legal studies;13174
2008/2009;Alberta;Social and behavioural sciences, and legal studies;14139
2009/2010;Alberta;Social and behavioural sciences, and legal studies;16914
2010/2011;Alberta;Social and behavioural sciences, and legal studies;17166
2011/2012;Alberta;Social and behavioural sciences, and legal studies;17226
2012/2013;Alberta;Social and behavioural sciences, and legal studies;17834
2013/2014;Alberta;Social and behavioural sciences, and legal studies;18158
2014/2015;Alberta;Social and behavioural sciences, and legal studies;18997
2015/2016;Alberta;Social and behavioural sciences, and legal studies;19412
2016/2017;Alberta;Social and behavioural sciences, and legal studies;19672
2017/2018;Alberta;Social and behavioural sciences, and legal studies;20120
2018/2019;Alberta;Social and behavioural sciences, and legal studies;20415
2019/2020;Alberta;Social and behavioural sciences, and legal studies;20819
2020/2021;Alberta;Social and behavioural sciences, and legal studies;25612
2021/2022;Alberta;Social and behavioural sciences, and legal studies;26249
2022/2023;Alberta;Social and behavioural sciences, and legal studies;27303
2023/2024;Alberta;Social and behavioural sciences, and legal studies;29262
2006/2007;Alberta;Law;21666
2007/2008;Alberta;Law;21829
2008/2009;Alberta;Law;28398
2009/2010;Alberta;Law;27934
2010/2011;Alberta;Law;32601
2011/2012;Alberta;Law;33384
2012/2013;Alberta;Law;31203
2013/2014;Alberta;Law;33417
2014/2015;Alberta;Law;35339
2015/2016;Alberta;Law;42314
2016/2017;Alberta;Law;43294
2017/2018;Alberta;Law;44859
2018/2019;Alberta;Law;45991
2019/2020;Alberta;Law;46197
2020/2021;Alberta;Law;45867
2021/2022;Alberta;Law;46585
2022/2023;Alberta;Law;49871
2023/2024;Alberta;Law;54307
2006/2007;Alberta;Business, management and public administration;12113
2007/2008;Alberta;Business, management and public administration;12691
2008/2009;Alberta;Business, management and public administration;13489
2009/2010;Alberta;Business, management and public administration;15932
2010/2011;Alberta;Business, management and public administration;16169
2011/2012;Alberta;Business, management and public administration;18703
2012/2013;Alberta;Business, management and public administration;19134
2013/2014;Alberta;Business, management and public administration;19491
2014/2015;Alberta;Business, management and public administration;20400
2015/2016;Alberta;Business, management and public administration;20893
2016/2017;Alberta;Business, management and public administration;21175
2017/2018;Alberta;Business, management and public administration;21911
2018/2019;Alberta;Business, management and public administration;22192
2019/2020;Alberta;Business, management and public administration;23039
2020/2021;Alberta;Business, management and public administration;26458
2021/2022;Alberta;Business, management and public administration;27160
2022/2023;Alberta;Business, management and public administration;28281
2023/2024;Alberta;Business, management and public administration;30235
2006/2007;Alberta;Physical and life sciences and technologies;12457
2007/2008;Alberta;Physical and life sciences and technologies;13105
2008/2009;Alberta;Physical and life sciences and technologies;13948
2009/2010;Alberta;Physical and life sciences and technologies;17154
2010/2011;Alberta;Physical and life sciences and technologies;17410
2011/2012;Alberta;Physical and life sciences and technologies;17471
2012/2013;Alberta;Physical and life sciences and technologies;17744
2013/2014;Alberta;Physical and life sciences and technologies;18175
2014/2015;Alberta;Physical and life sciences and technologies;18883
2015/2016;Alberta;Physical and life sciences and technologies;19223
2016/2017;Alberta;Physical and life sciences and technologies;19399
2017/2018;Alberta;Physical and life sciences and technologies;20005
2018/2019;Alberta;Physical and life sciences and technologies;20468
2019/2020;Alberta;Physical and life sciences and technologies;20866
2020/2021;Alberta;Physical and life sciences and technologies;25614
2021/2022;Alberta;Physical and life sciences and technologies;26279
2022/2023;Alberta;Physical and life sciences and technologies;27426
2023/2024;Alberta;Physical and life sciences and technologies;29380
2006/2007;Alberta;Mathematics, computer and information sciences;11621
2007/2008;Alberta;Mathematics, computer and information sciences;13045
2008/2009;Alberta;Mathematics, computer and information sciences;13112
2009/2010;Alberta;Mathematics, computer and information sciences;15907
2010/2011;Alberta;Mathematics, computer and information sciences;16144
2011/2012;Alberta;Mathematics, computer and information sciences;16201
2012/2013;Alberta;Mathematics, computer and information sciences;17273
2013/2014;Alberta;Mathematics, computer and information sciences;17573
2014/2015;Alberta;Mathematics, computer and information sciences;18572
2015/2016;Alberta;Mathematics, computer and information sciences;19378
2016/2017;Alberta;Mathematics, computer and information sciences;19627
2017/2018;Alberta;Mathematics, computer and information sciences;20108
2018/2019;Alberta;Mathematics, computer and information sciences;20738
2019/2020;Alberta;Mathematics, computer and information sciences;21138
2020/2021;Alberta;Mathematics, computer and information sciences;26811
2021/2022;Alberta;Mathematics, computer and information sciences;27189
2022/2023;Alberta;Mathematics, computer and information sciences;28158
2023/2024;Alberta;Mathematics, computer and information sciences;30032
2006/2007;Alberta;Engineering;14248
2007/2008;Alberta;Engineering;14715
2008/2009;Alberta;Engineering;14583
2009/2010;Alberta;Engineering;19051
2010/2011;Alberta;Engineering;19335
2011/2012;Alberta;Engineering;20424
2012/2013;Alberta;Engineering;20906
2013/2014;Alberta;Engineering;21343
2014/2015;Alberta;Engineering;22321
2015/2016;Alberta;Engineering;23438
2016/2017;Alberta;Engineering;23939
2017/2018;Alberta;Engineering;23780
2018/2019;Alberta;Engineering;24186
2019/2020;Alberta;Engineering;23913
2020/2021;Alberta;Engineering;32130
2021/2022;Alberta;Engineering;31923
2022/2023;Alberta;Engineering;36351
2023/2024;Alberta;Engineering;38764
2018/2019;Alberta;Architecture;21668
2019/2020;Alberta;Architecture;22267
2020/2021;Alberta;Architecture;29500
2021/2022;Alberta;Architecture;29500
2022/2023;Alberta;Architecture;22095
2023/2024;Alberta;Architecture;23053
2006/2007;Alberta;Agriculture, natural resources and conservation;11793
2007/2008;Alberta;Agriculture, natural resources and conservation;11943
2008/2009;Alberta;Agriculture, natural resources and conservation;13294
2009/2010;Alberta;Agriculture, natural resources and conservation;17316
2010/2011;Alberta;Agriculture, natural resources and conservation;17574
2011/2012;Alberta;Agriculture, natural resources and conservation;17636
2012/2013;Alberta;Agriculture, natural resources and conservation;18113
2013/2014;Alberta;Agriculture, natural resources and conservation;18540
2014/2015;Alberta;Agriculture, natural resources and conservation;19495
2015/2016;Alberta;Agriculture, natural resources and conservation;19900
2016/2017;Alberta;Agriculture, natural resources and conservation;20197
2017/2018;Alberta;Agriculture, natural resources and conservation;20614
2018/2019;Alberta;Agriculture, natural resources and conservation;21496
2019/2020;Alberta;Agriculture, natural resources and conservation;21296
2020/2021;Alberta;Agriculture, natural resources and conservation;26979
2021/2022;Alberta;Agriculture, natural resources and conservation;27819
2022/2023;Alberta;Agriculture, natural resources and conservation;28289
2023/2024;Alberta;Agriculture, natural resources and conservation;30060
2007/2008;Alberta;Dentistry;40217
2006/2007;Alberta;Medicine;49050
2007/2008;Alberta;Medicine;50670
2008/2009;Alberta;Medicine;53001
2009/2010;Alberta;Medicine;55174
2010/2011;Alberta;Medicine;56001
2011/2012;Alberta;Medicine;56197
2012/2013;Alberta;Medicine;57012
2013/2014;Alberta;Medicine;57012
2014/2015;Alberta;Medicine;57582
2015/2016;Alberta;Medicine;57582
2018/2019;Alberta;Medicine;57582
2019/2020;Alberta;Medicine;57582
2020/2021;Alberta;Medicine;63341
2021/2022;Alberta;Medicine;72842
2022/2023;Alberta;Medicine;80126
2023/2024;Alberta;Medicine;88139
2007/2008;Alberta;Nursing;15078
2008/2009;Alberta;Nursing;15611
2009/2010;Alberta;Nursing;19562
2010/2011;Alberta;Nursing;19168
2011/2012;Alberta;Nursing;19235
2012/2013;Alberta;Nursing;16519
2013/2014;Alberta;Nursing;17371
2014/2015;Alberta;Nursing;17526
2015/2016;Alberta;Nursing;18453
2016/2017;Alberta;Nursing;19058
2017/2018;Alberta;Nursing;19220
2018/2019;Alberta;Nursing;19281
2019/2020;Alberta;Nursing;19653
2020/2021;Alberta;Nursing;20980
2021/2022;Alberta;Nursing;22520
2022/2023;Alberta;Nursing;24370
2023/2024;Alberta;Nursing;26633
2007/2008;Alberta;Pharmacy;12964
2008/2009;Alberta;Pharmacy;13560
2009/2010;Alberta;Pharmacy;18651
2010/2011;Alberta;Pharmacy;17995
2011/2012;Alberta;Pharmacy;29830
2012/2013;Alberta;Pharmacy;34379
2013/2014;Alberta;Pharmacy;34566
2014/2015;Alberta;Pharmacy;34802
2015/2016;Alberta;Pharmacy;35566
2016/2017;Alberta;Pharmacy;38278
2017/2018;Alberta;Pharmacy;39432
2018/2019;Alberta;Pharmacy;50433
2019/2020;Alberta;Pharmacy;51827
2020/2021;Alberta;Pharmacy;50000
2021/2022;Alberta;Pharmacy;50000
2022/2023;Alberta;Pharmacy;51000
2023/2024;Alberta;Pharmacy;54060
2006/2007;Alberta;Other health, parks, recreation and fitness;12551
2007/2008;Alberta;Other health, parks, recreation and fitness;16266
2008/2009;Alberta;Other health, parks, recreation and fitness;20216
2009/2010;Alberta;Other health, parks, recreation and fitness;17163
2010/2011;Alberta;Other health, parks, recreation and fitness;17419
2011/2012;Alberta;Other health, parks, recreation and fitness;17480
2012/2013;Alberta;Other health, parks, recreation and fitness;16545
2013/2014;Alberta;Other health, parks, recreation and fitness;16157
2014/2015;Alberta;Other health, parks, recreation and fitness;17567
2015/2016;Alberta;Other health, parks, recreation and fitness;17203
2016/2017;Alberta;Other health, parks, recreation and fitness;16775
2017/2018;Alberta;Other health, parks, recreation and fitness;18395
2018/2019;Alberta;Other health, parks, recreation and fitness;19869
2019/2020;Alberta;Other health, parks, recreation and fitness;20479
2020/2021;Alberta;Other health, parks, recreation and fitness;24552
2021/2022;Alberta;Other health, parks, recreation and fitness;25518
2022/2023;Alberta;Other health, parks, recreation and fitness;25840
2023/2024;Alberta;Other health, parks, recreation and fitness;27505
2020/2021;Alberta;Personal, protective and transportation services;14691
2006/2007;British Columbia;Total, field of study;15564
2007/2008;British Columbia;Total, field of study;16463
2008/2009;British Columbia;Total, field of study;15378
2009/2010;British Columbia;Total, field of study;16195
2010/2011;British Columbia;Total, field of study;17170
2011/2012;British Columbia;Total, field of study;18195
2012/2013;British Columbia;Total, field of study;16989
2013/2014;British Columbia;Total, field of study;17865
2014/2015;British Columbia;Total, field of study;18983
2015/2016;British Columbia;Total, field of study;20527
2016/2017;British Columbia;Total, field of study;21761
2017/2018;British Columbia;Total, field of study;24261
2018/2019;British Columbia;Total, field of study;25717
2019/2020;British Columbia;Total, field of study;27281
2020/2021;British Columbia;Total, field of study;28342
2021/2022;British Columbia;Total, field of study;31095
2022/2023;British Columbia;Total, field of study;33115
2023/2024;British Columbia;Total, field of study;35266
2006/2007;British Columbia;Education;15383
2007/2008;British Columbia;Education;16039
2008/2009;British Columbia;Education;13872
2009/2010;British Columbia;Education;17543
2010/2011;British Columbia;Education;19259
2011/2012;British Columbia;Education;20924
2012/2013;British Columbia;Education;15358
2013/2014;British Columbia;Education;17354
2014/2015;British Columbia;Education;17277
2015/2016;British Columbia;Education;18193
2016/2017;British Columbia;Education;18932
2017/2018;British Columbia;Education;19331
2018/2019;British Columbia;Education;20707
2019/2020;British Columbia;Education;21938
2020/2021;British Columbia;Education;22213
2021/2022;British Columbia;Education;22192
2022/2023;British Columbia;Education;22465
2023/2024;British Columbia;Education;23363
2006/2007;British Columbia;Visual and performing arts, and communications technologies;15804
2007/2008;British Columbia;Visual and performing arts, and communications technologies;16440
2008/2009;British Columbia;Visual and performing arts, and communications technologies;15196
2009/2010;British Columbia;Visual and performing arts, and communications technologies;16661
2010/2011;British Columbia;Visual and performing arts, and communications technologies;17029
2011/2012;British Columbia;Visual and performing arts, and communications technologies;13711
2012/2013;British Columbia;Visual and performing arts, and communications technologies;14390
2013/2014;British Columbia;Visual and performing arts, and communications technologies;18788
2014/2015;British Columbia;Visual and performing arts, and communications technologies;18565
2015/2016;British Columbia;Visual and performing arts, and communications technologies;19942
2016/2017;British Columbia;Visual and performing arts, and communications technologies;21397
2017/2018;British Columbia;Visual and performing arts, and communications technologies;22868
2018/2019;British Columbia;Visual and performing arts, and communications technologies;24587
2019/2020;British Columbia;Visual and performing arts, and communications technologies;26332
2020/2021;British Columbia;Visual and performing arts, and communications technologies;27848
2021/2022;British Columbia;Visual and performing arts, and communications technologies;31036
2022/2023;British Columbia;Visual and performing arts, and communications technologies;32586
2023/2024;British Columbia;Visual and performing arts, and communications technologies;34465
2006/2007;British Columbia;Humanities;15791
2007/2008;British Columbia;Humanities;16791
2008/2009;British Columbia;Humanities;15394
2009/2010;British Columbia;Humanities;17371
2010/2011;British Columbia;Humanities;18077
2011/2012;British Columbia;Humanities;19282
2012/2013;British Columbia;Humanities;18394
2013/2014;British Columbia;Humanities;19136
2014/2015;British Columbia;Humanities;20512
2015/2016;British Columbia;Humanities;22382
2016/2017;British Columbia;Humanities;23920
2017/2018;British Columbia;Humanities;26289
2018/2019;British Columbia;Humanities;27380
2019/2020;British Columbia;Humanities;28851
2020/2021;British Columbia;Humanities;29148
2021/2022;British Columbia;Humanities;32682
2022/2023;British Columbia;Humanities;35245
2023/2024;British Columbia;Humanities;37549
2006/2007;British Columbia;Social and behavioural sciences, and legal studies;15285
2007/2008;British Columbia;Social and behavioural sciences, and legal studies;16126
2008/2009;British Columbia;Social and behavioural sciences, and legal studies;16231
2009/2010;British Columbia;Social and behavioural sciences, and legal studies;17688
2010/2011;British Columbia;Social and behavioural sciences, and legal studies;18454
2011/2012;British Columbia;Social and behavioural sciences, and legal studies;19080
2012/2013;British Columbia;Social and behavioural sciences, and legal studies;18369
2013/2014;British Columbia;Social and behavioural sciences, and legal studies;19228
2014/2015;British Columbia;Social and behavioural sciences, and legal studies;19210
2015/2016;British Columbia;Social and behavioural sciences, and legal studies;20497
2016/2017;British Columbia;Social and behavioural sciences, and legal studies;22350
2017/2018;British Columbia;Social and behavioural sciences, and legal studies;24507
2018/2019;British Columbia;Social and behavioural sciences, and legal studies;26399
2019/2020;British Columbia;Social and behavioural sciences, and legal studies;28219
2020/2021;British Columbia;Social and behavioural sciences, and legal studies;29439
2021/2022;British Columbia;Social and behavioural sciences, and legal studies;32626
2022/2023;British Columbia;Social and behavioural sciences, and legal studies;34242
2023/2024;British Columbia;Social and behavioural sciences, and legal studies;36361
2006/2007;British Columbia;Law;17385
2007/2008;British Columbia;Law;18891
2008/2009;British Columbia;Law;19582
2009/2010;British Columbia;Law;20059
2010/2011;British Columbia;Law;20789
2011/2012;British Columbia;Law;21546
2012/2013;British Columbia;Law;22155
2013/2014;British Columbia;Law;22730
2014/2015;British Columbia;Law;24862
2015/2016;British Columbia;Law;24722
2016/2017;British Columbia;Law;25465
2017/2018;British Columbia;Law;28138
2018/2019;British Columbia;Law;29610
2019/2020;British Columbia;Law;32034
2020/2021;British Columbia;Law;33209
2021/2022;British Columbia;Law;36686
2022/2023;British Columbia;Law;38141
2023/2024;British Columbia;Law;41440
2006/2007;British Columbia;Business, management and public administration;15280
2007/2008;British Columbia;Business, management and public administration;16029
2008/2009;British Columbia;Business, management and public administration;14611
2009/2010;British Columbia;Business, management and public administration;12983
2010/2011;British Columbia;Business, management and public administration;15053
2011/2012;British Columbia;Business, management and public administration;16746
2012/2013;British Columbia;Business, management and public administration;15159
2013/2014;British Columbia;Business, management and public administration;16196
2014/2015;British Columbia;Business, management and public administration;17433
2015/2016;British Columbia;Business, management and public administration;18931
2016/2017;British Columbia;Business, management and public administration;20028
2017/2018;British Columbia;Business, management and public administration;22380
2018/2019;British Columbia;Business, management and public administration;23130
2019/2020;British Columbia;Business, management and public administration;24403
2020/2021;British Columbia;Business, management and public administration;25441
2021/2022;British Columbia;Business, management and public administration;26854
2022/2023;British Columbia;Business, management and public administration;28556
2023/2024;British Columbia;Business, management and public administration;30324
2006/2007;British Columbia;Physical and life sciences and technologies;15776
2007/2008;British Columbia;Physical and life sciences and technologies;16753
2008/2009;British Columbia;Physical and life sciences and technologies;16529
2009/2010;British Columbia;Physical and life sciences and technologies;18146
2010/2011;British Columbia;Physical and life sciences and technologies;18970
2011/2012;British Columbia;Physical and life sciences and technologies;19770
2012/2013;British Columbia;Physical and life sciences and technologies;19593
2013/2014;British Columbia;Physical and life sciences and technologies;20273
2014/2015;British Columbia;Physical and life sciences and technologies;19315
2015/2016;British Columbia;Physical and life sciences and technologies;21091
2016/2017;British Columbia;Physical and life sciences and technologies;22183
2017/2018;British Columbia;Physical and life sciences and technologies;25810
2018/2019;British Columbia;Physical and life sciences and technologies;27608
2019/2020;British Columbia;Physical and life sciences and technologies;28866
2020/2021;British Columbia;Physical and life sciences and technologies;29582
2021/2022;British Columbia;Physical and life sciences and technologies;33326
2022/2023;British Columbia;Physical and life sciences and technologies;35492
2023/2024;British Columbia;Physical and life sciences and technologies;38051
2006/2007;British Columbia;Mathematics, computer and information sciences;15077
2007/2008;British Columbia;Mathematics, computer and information sciences;15867
2008/2009;British Columbia;Mathematics, computer and information sciences;16026
2009/2010;British Columbia;Mathematics, computer and information sciences;16739
2010/2011;British Columbia;Mathematics, computer and information sciences;17310
2011/2012;British Columbia;Mathematics, computer and information sciences;18047
2012/2013;British Columbia;Mathematics, computer and information sciences;16694
2013/2014;British Columbia;Mathematics, computer and information sciences;17027
2014/2015;British Columbia;Mathematics, computer and information sciences;18249
2015/2016;British Columbia;Mathematics, computer and information sciences;19652
2016/2017;British Columbia;Mathematics, computer and information sciences;21143
2017/2018;British Columbia;Mathematics, computer and information sciences;23714
2018/2019;British Columbia;Mathematics, computer and information sciences;24704
2019/2020;British Columbia;Mathematics, computer and information sciences;25790
2020/2021;British Columbia;Mathematics, computer and information sciences;27299
2021/2022;British Columbia;Mathematics, computer and information sciences;29309
2022/2023;British Columbia;Mathematics, computer and information sciences;31348
2023/2024;British Columbia;Mathematics, computer and information sciences;33407
2006/2007;British Columbia;Engineering;16507
2007/2008;British Columbia;Engineering;17347
2008/2009;British Columbia;Engineering;17794
2009/2010;British Columbia;Engineering;18879
2010/2011;British Columbia;Engineering;19161
2011/2012;British Columbia;Engineering;19795
2012/2013;British Columbia;Engineering;19109
2013/2014;British Columbia;Engineering;20078
2014/2015;British Columbia;Engineering;20382
2015/2016;British Columbia;Engineering;21913
2016/2017;British Columbia;Engineering;23899
2017/2018;British Columbia;Engineering;25836
2018/2019;British Columbia;Engineering;28606
2019/2020;British Columbia;Engineering;30277
2020/2021;British Columbia;Engineering;31630
2021/2022;British Columbia;Engineering;35905
2022/2023;British Columbia;Engineering;38347
2023/2024;British Columbia;Engineering;41035
2008/2009;British Columbia;Architecture;18711
2009/2010;British Columbia;Architecture;19670
2010/2011;British Columbia;Architecture;20457
2011/2012;British Columbia;Architecture;21275
2012/2013;British Columbia;Architecture;21701
2013/2014;British Columbia;Architecture;22135
2014/2015;British Columbia;Architecture;22578
2015/2016;British Columbia;Architecture;23649
2016/2017;British Columbia;Architecture;25882
2017/2018;British Columbia;Architecture;29237
2018/2019;British Columbia;Architecture;31318
2019/2020;British Columbia;Architecture;32599
2020/2021;British Columbia;Architecture;32399
2021/2022;British Columbia;Architecture;35656
2022/2023;British Columbia;Architecture;40174
2023/2024;British Columbia;Architecture;42058
2006/2007;British Columbia;Agriculture, natural resources and conservation;14239
2007/2008;British Columbia;Agriculture, natural resources and conservation;15671
2008/2009;British Columbia;Agriculture, natural resources and conservation;15463
2009/2010;British Columbia;Agriculture, natural resources and conservation;19178
